"ensembl"	"hgnc_symbol"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Entrez"
"ENSG00000159399"	"ENSG00000159399"	"HK2"	3721,59836946386	0,987667145831318	0,130314679056145	5,1234991381413	2,9991701768541e-07	1,10369462508231e-05	"3099"
"ENSG00000130826"	"ENSG00000130826"	"DKC1"	3364,95282306627	0,83371198010954	0,100286633313111	5,12243718966661	3,01611579840289e-07	1,1069388870904e-05	"1736"
"ENSG00000175318"	"ENSG00000175318"	"GRAMD2A"	105,118161904427	-1,99270135655595	0,327079345724693	-5,11405375613012	3,15317559232935e-07	1,15413007702034e-05	"196996"
"ENSG00000162909"	"ENSG00000162909"	"CAPN2"	14786,2564388878	1,13580894486619	0,159995433317695	5,09895143848437	3,41540151268574e-07	1,2467589007166e-05	"824"
"ENSG00000160818"	"ENSG00000160818"	"GPATCH4"	1200,77789928465	0,927077339378544	0,119366011818314	5,08584755518659	3,65987942768532e-07	1,33243097025036e-05	"54865"
"ENSG00000145358"	"ENSG00000145358"	"DDIT4L"	90,2139566290571	2,53079896479457	0,435447100996183	5,07707815653583	3,83283239426015e-07	1,3916758901399e-05	"115265"
"ENSG00000125740"	"ENSG00000125740"	"FOSB"	355,675777948865	-1,26982032627316	0,187251297447889	-5,07243655567986	3,92754098637094e-07	1,4222712252773e-05	"2354"
"ENSG00000158402"	"ENSG00000158402"	"CDC25C"	174,169135366328	-1,53711454798788	0,240237011948724	-5,06630738583971	4,05606762458494e-07	1,46491821687927e-05	"995"
"ENSG00000196497"	"ENSG00000196497"	"IPO4"	1436,06996692483	0,968924317248401	0,12825278144048	5,05972899737505	4,19852771786922e-07	1,5123585557277e-05	"79711"
"ENSG00000159166"	"ENSG00000159166"	"LAD1"	829,475989327073	1,32511263812917	0,199005205392027	5,05068516247689	4,40228142933037e-07	1,58156896943964e-05	"3898"
"ENSG00000162591"	"ENSG00000162591"	"MEGF6"	1321,20990568374	-0,962911202954477	0,127952850803118	-5,02459459808152	5,04497083117709e-07	1,80769270624493e-05	"1953"
"ENSG00000148677"	"ENSG00000148677"	"ANKRD1"	222,282274708685	-1,76892508043639	0,288590720203991	-5,02069186220614	5,14856955160601e-07	1,83997173266844e-05	"27063"
"ENSG00000108771"	"ENSG00000108771"	"DHX58"	323,391408127676	-1,35716160207535	0,206703069121495	-5,0176400693196	5,23100614557352e-07	1,86453873502955e-05	"79132"
"ENSG00000150054"	"ENSG00000150054"	"MPP7"	342,709628097916	-1,2293118970819	0,181322811365894	-5,01487865885221	5,30669451888601e-07	1,88657839606141e-05	"143098"
"ENSG00000205420"	"ENSG00000205420"	"KRT6A"	6140,14009695829	1,34614225712341	0,205073603841668	5,00377541478068	5,62182497499844e-07	1,99340543905153e-05	"3853"
"ENSG00000095203"	"ENSG00000095203"	"EPB41L4B"	470,511607874555	1,12068762739133	0,160872452090455	4,97715809628564	6,45246182810966e-07	2,27936440493349e-05	"54566"
"ENSG00000168140"	"ENSG00000168140"	"VASN"	297,840532776121	-1,3541422660288	0,207789314741797	-4,9768789473792	6,46177041939135e-07	2,27936440493349e-05	"114990"
"ENSG00000147274"	"ENSG00000147274"	"RBMX"	4565,58954193154	0,827936831227461	0,10212244908186	4,9738018995246	6,56524005081251e-07	2,30987877343316e-05	"27316"
"ENSG00000104907"	"ENSG00000104907"	"TRMT1"	1000,50706364294	0,999145835724122	0,136649194383371	4,96999516747073	6,69545703901492e-07	2,34962224338214e-05	"55621"
"ENSG00000106701"	"ENSG00000106701"	"FSD1L"	159,759166574822	1,63200972835813	0,264158579254598	4,96675039690307	6,80841269100846e-07	2,38311946531546e-05	"83856"
"ENSG00000106089"	"ENSG00000106089"	"STX1A"	167,838514593572	1,90177310801468	0,318578602926526	4,96509524959995	6,86673602571813e-07	2,39737122374815e-05	"6804"
"ENSG00000152137"	"ENSG00000152137"	"HSPB8"	126,713182652726	-1,6964824787459	0,277311444206472	-4,96366993682755	6,91734608279098e-07	2,40886404765427e-05	"26353"
"ENSG00000182179"	"ENSG00000182179"	"UBA7"	493,902715101309	-1,15511585122856	0,168301019846089	-4,9620367838072	6,97577802529643e-07	2,42301514266419e-05	"7318"
"ENSG00000171067"	"ENSG00000171067"	"C11orf24"	929,061532032316	0,964372078856979	0,129922686035806	4,95965792055281	7,06174209277326e-07	2,44663308740969e-05	"53838"
"ENSG00000156515"	"ENSG00000156515"	"HK1"	4251,96032076992	0,836164646508489	0,104193375390477	4,95391040528347	7,27367076264529e-07	2,51366246457305e-05	"3098"
"ENSG00000164104"	"ENSG00000164104"	"HMGB2"	1150,97227895213	-0,99885786667948	0,137110229872612	-4,95118319989838	7,376362236142e-07	2,53952164194497e-05	"3148"
"ENSG00000165271"	"ENSG00000165271"	"NOL6"	2576,51627571492	0,923383601175549	0,121872671662666	4,95093438868452	7,38580031000446e-07	2,53952164194497e-05	"65083"
"ENSG00000122591"	"ENSG00000122591"	"FAM126A"	1949,30554706057	0,877666173320724	0,112661956926593	4,94990668131286	7,42490741111989e-07	2,54653751410097e-05	"84668"
"ENSG00000101224"	"ENSG00000101224"	"CDC25B"	2134,04248234027	-0,948408559238181	0,12713462967519	-4,94285908444987	7,69851303450795e-07	2,63374254969498e-05	"994"
"ENSG00000107937"	"ENSG00000107937"	"GTPBP4"	1827,24961190165	0,879203183425661	0,113331173359535	4,93423977577315	8,04635433533772e-07	2,74584362481099e-05	"23560"
"ENSG00000179041"	"ENSG00000179041"	"RRS1"	953,834803674729	1,05077503553338	0,148209561440201	4,93068752401803	8,19407150578065e-07	2,78926194056773e-05	"23212"
"ENSG00000114529"	"ENSG00000114529"	"C3orf52"	390,16789995251	1,16541133350501	0,171515055483311	4,92907943925232	8,26179784230405e-07	2,80530272869855e-05	"79669"
"ENSG00000183111"	"ENSG00000183111"	"ARHGEF37"	265,660107390931	-1,25251681307547	0,189338231440164	-4,92513744309567	8,43010789113924e-07	2,84824687458442e-05	"389337"
"ENSG00000123080"	"ENSG00000123080"	"CDKN2C"	629,5457025888	-1,21056656905444	0,180870620544334	-4,9237768211015	8,48896478752645e-07	2,86103328086535e-05	"1031"
"ENSG00000121742"	"ENSG00000121742"	"GJB6"	85,2172477791903	2,27895453722568	0,398978604070788	4,90992378347717	9,11117978424545e-07	3,06315614672311e-05	"10804"
"ENSG00000082074"	"ENSG00000082074"	"FYB1"	272,277616569839	-1,46539493276561	0,233335379901132	-4,90879237109663	9,16389340663594e-07	3,07328996612697e-05	"2533"
"ENSG00000143578"	"ENSG00000143578"	"CREB3L4"	111,817868783284	-1,69472977050644	0,280742096654901	-4,89677104676009	9,74242367466046e-07	3,25928355661368e-05	"148327"
"ENSG00000144583"	"ENSG00000144583"	"MARCHF4"	36,2847992871963	3,00647239826912	0,549466738364172	4,88923570927527	1,01228228511951e-06	3,37824401818314e-05	"57574"
"ENSG00000054967"	"ENSG00000054967"	"RELT"	371,164450505973	1,2979352374088	0,200109292604927	4,88700561917194	1,02381172928111e-06	3,40836687185615e-05	"84957"
"ENSG00000170454"	"ENSG00000170454"	"KRT75"	248,25900412644	1,84122332344605	0,311472530070133	4,88397266719965	1,03969493456715e-06	3,44796306101448e-05	"9119"
"ENSG00000198121"	"ENSG00000198121"	"LPAR1"	382,180506366408	1,20281400681169	0,180764900536197	4,88376894072371	1,04077028354653e-06	3,44796306101448e-05	"1902"
"ENSG00000135821"	"ENSG00000135821"	"GLUL"	2226,77485152758	-1,06392985051316	0,152350823925213	-4,88300510195042	1,04481166597561e-06	3,45295039901067e-05	"2752"
"ENSG00000147883"	"ENSG00000147883"	"CDKN2B"	636,57200240936	-1,03019100021025	0,145667439823484	-4,87542721332124	1,08573225081792e-06	3,57949886855612e-05	"1030"
"ENSG00000119986"	"ENSG00000119986"	"AVPI1"	331,889405063127	-1,39386422627734	0,220707009187586	-4,86556466978642	1,14130483749077e-06	3,75142827278544e-05	"60370"
"ENSG00000139946"	"ENSG00000139946"	"PELI2"	153,399563336815	-1,48259121920497	0,238960459880075	-4,86520330513435	1,14339213660837e-06	3,75142827278544e-05	"57161"
"ENSG00000050820"	"ENSG00000050820"	"BCAR1"	3237,79238151582	0,826068497745067	0,104172901569302	4,85796680443232	1,18597286356111e-06	3,88178041111732e-05	"9564"
"ENSG00000169429"	"ENSG00000169429"	"CXCL8"	1681,52999381083	1,46066971936007	0,235258073127752	4,84858905879357	1,24342705184084e-06	4,06007259900837e-05	"3576"
"ENSG00000164611"	"ENSG00000164611"	"PTTG1"	1152,69924810704	-1,18705176013182	0,178902115205005	-4,84651486170671	1,25649179666514e-06	4,09291681899342e-05	"9232"
"ENSG00000115902"	"ENSG00000115902"	"SLC1A4"	590,492229471082	-1,20918836331875	0,183591370228367	-4,84330152453624	1,27699274587767e-06	4,14976926679483e-05	"6509"
"ENSG00000251493"	"ENSG00000251493"	"FOXD1"	719,593401265298	1,14930790363042	0,171410654207411	4,83813510580818	1,31063043022192e-06	4,24893903283372e-05	"2297"
"ENSG00000168575"	"ENSG00000168575"	"SLC20A2"	1208,52224305326	1,00526448816057	0,141783709802836	4,8331679930896	1,34377298140951e-06	4,3460363218223e-05	"6575"
"ENSG00000129422"	"ENSG00000129422"	"MTUS1"	163,317680066547	-1,66581306321068	0,278662252340045	-4,82954921920468	1,36842487380585e-06	4,41527798145507e-05	"57509"
"ENSG00000113645"	"ENSG00000113645"	"WWC1"	1649,43636306022	0,917041046924854	0,123643689900958	4,8287223343391	1,37411853709591e-06	4,42316737614608e-05	"23286"
"ENSG00000100027"	"ENSG00000100027"	"YPEL1"	37,4307360957594	-3,23446872810002	0,603996627116767	-4,82530629684556	1,39788267653929e-06	4,48904965182995e-05	"29799"
"ENSG00000114767"	"ENSG00000114767"	"RRP9"	601,614685825045	1,21541240005712	0,185639108283609	4,82340390629954	1,41128774352303e-06	4,52143386254342e-05	"9136"
"ENSG00000178878"	"ENSG00000178878"	"APOLD1"	89,8353477168647	-1,82577842389688	0,312712051765116	-4,81522351120608	1,47035219903364e-06	4,69960458733381e-05	"81575"
"ENSG00000096433"	"ENSG00000096433"	"ITPR3"	6698,17528735303	1,15099782132837	0,172672526156162	4,81256537925918	1,49005103347989e-06	4,75141331893729e-05	"3710"
"ENSG00000003400"	"ENSG00000003400"	"CASP10"	418,164078899656	-1,17493503811688	0,177958086832195	-4,8041370489841	1,55420350778799e-06	4,94440069206573e-05	"843"
"ENSG00000157111"	"ENSG00000157111"	"TMEM171"	78,8386936638013	2,08227466574196	0,367192802516552	4,79931701728419	1,59207618033527e-06	5,05307908425293e-05	"134285"
"ENSG00000010030"	"ENSG00000010030"	"ETV7"	52,9322104341824	-2,58193105395673	0,471505632549703	-4,7972513959699	1,60857664458226e-06	5,0935766494493e-05	"51513"
"ENSG00000168685"	"ENSG00000168685"	"IL7R"	1555,15775918351	1,20169934603354	0,184125295589873	4,78858346545426	1,67962703199496e-06	5,30621848437202e-05	"3575"
"ENSG00000106804"	"ENSG00000106804"	"C5"	104,392263164925	-1,69396315367569	0,28750772342802	-4,77887389352054	1,76279708342303e-06	5,55607525182591e-05	"727"
"ENSG00000141449"	"ENSG00000141449"	"GREB1L"	437,429090273868	1,36763901214703	0,219268878417948	4,77787372155078	1,77158575831028e-06	5,57088029680204e-05	"80000"
"ENSG00000120800"	"ENSG00000120800"	"UTP20"	1039,56106827117	1,11796699879797	0,167036022609598	4,77721503620211	1,77739671446259e-06	5,57627503781628e-05	"27340"
"ENSG00000152127"	"ENSG00000152127"	"MGAT5"	1443,68484418252	0,968676337722895	0,135978307200748	4,7704398670388	1,83824057662924e-06	5,75390429686984e-05	"4249"
"ENSG00000177494"	"ENSG00000177494"	"ZBED2"	343,880268101118	1,41876598301165	0,230459407200072	4,76772025217337	1,86322253441169e-06	5,81872431847468e-05	"79413"
"ENSG00000113615"	"ENSG00000113615"	"SEC24A"	1567,20495349522	0,969358706478652	0,136304971688441	4,76401336235132	1,89779928911962e-06	5,91314304820428e-05	"10802"
"ENSG00000163840"	"ENSG00000163840"	"DTX3L"	4523,29081828481	-0,905061992450505	0,122933403832317	-4,75917833730968	1,9438263316756e-06	6,04272587490752e-05	"151636"
"ENSG00000115896"	"ENSG00000115896"	"PLCL1"	105,914439699712	-1,80283138832017	0,312534781321241	-4,74453237508958	2,08988554203924e-06	6,48197757184655e-05	"5334"
"ENSG00000143891"	"ENSG00000143891"	"GALM"	61,0968002676639	-2,28849436743804	0,415117889643441	-4,74201285116584	2,11605197265443e-06	6,54821901355971e-05	"130589"
"ENSG00000143416"	"ENSG00000143416"	"SELENBP1"	1037,39904533141	-1,02770047951755	0,149293076033196	-4,74034361352561	2,1335607654966e-06	6,58742933854915e-05	"8991"
"ENSG00000196139"	"ENSG00000196139"	"AKR1C3"	1845,27342219252	-1,22023373523873	0,190004896183195	-4,73795019666631	2,15890850682392e-06	6,65061045903044e-05	"8644"
"ENSG00000178922"	"ENSG00000178922"	"HYI"	887,301313228679	1,08684932951138	0,162198227023655	4,72785272430592	2,26906666469138e-06	6,97417871477153e-05	"81888"
"ENSG00000126562"	"ENSG00000126562"	"WNK4"	83,3810524500453	2,23121407611883	0,40439467504639	4,72611088635028	2,28860706751482e-06	7,01839500704545e-05	"65266"
"ENSG00000067836"	"ENSG00000067836"	"ROGDI"	398,546419315259	-1,09814790400285	0,164740476367796	-4,72347732117502	2,31845824286409e-06	7,0939612213118e-05	"79641"
"ENSG00000140044"	"ENSG00000140044"	"JDP2"	263,190216308517	-1,36312793915633	0,221000024898728	-4,72003539200657	2,35803611946263e-06	7,19888336381236e-05	"122953"
"ENSG00000170458"	"ENSG00000170458"	"CD14"	247,67813912533	-1,42670190414558	0,234707218598011	-4,71524442561375	2,41420756397377e-06	7,35388147451159e-05	"929"
"ENSG00000165799"	"ENSG00000165799"	"RNASE7"	215,46964024433	1,55085099191838	0,261117672916493	4,71377895709116	2,43164441536668e-06	7,39046213384659e-05	"84659"
"ENSG00000249992"	"ENSG00000249992"	"TMEM158"	370,047861851183	1,44069683845025	0,238144163275905	4,70595971378838	2,52674416867202e-06	7,66239389769226e-05	"25907"
"ENSG00000198246"	"ENSG00000198246"	"SLC29A3"	59,0378810815077	-2,18126651867836	0,396576118930652	-4,69333989070542	2,68780366424464e-06	8,13269659830112e-05	"55315"
"ENSG00000133794"	"ENSG00000133794"	"ARNTL"	405,81309213852	1,11792194063399	0,170196186823995	4,68824804787867	2,75553897882935e-06	8,31916158220409e-05	"406"
"ENSG00000080986"	"ENSG00000080986"	"NDC80"	476,050329815872	-1,10194371507641	0,167074974821117	-4,68019651604687	2,86600068838013e-06	8,63351003827075e-05	"10403"
"ENSG00000067533"	"ENSG00000067533"	"RRP15"	679,771697212485	1,0250889464061	0,150872454931563	4,67341070791176	2,96238530703569e-06	8,90415857408345e-05	"51018"
"ENSG00000110047"	"ENSG00000110047"	"EHD1"	4089,66499294869	0,903751766060436	0,124999013372515	4,67005098928877	3,01124983169911e-06	9,03109641154517e-05	"10938"
"ENSG00000089159"	"ENSG00000089159"	"PXN"	5906,30779322346	1,13426076139946	0,174506723169925	4,66607100636794	3,07013644083875e-06	9,18746764361769e-05	"5829"
"ENSG00000197961"	"ENSG00000197961"	"ZNF121"	969,185628835512	1,1932778393753	0,187343732787094	4,66136671018364	3,14116469313089e-06	9,37940755738381e-05	"7675"
"ENSG00000135763"	"ENSG00000135763"	"URB2"	865,464822753895	0,980663248738674	0,141762117704829	4,66036526143239	3,15648733975141e-06	9,40453645909306e-05	"9816"
"ENSG00000171223"	"ENSG00000171223"	"JUNB"	2857,83785065864	-1,00496626847317	0,147259733046788	-4,65141593225313	3,29663662237931e-06	9,80065594985081e-05	"3726"
"ENSG00000162458"	"ENSG00000162458"	"FBLIM1"	3866,33112778566	0,801381115706646	0,103550173316413	4,64877170447327	3,33917548283174e-06	9,90549310985556e-05	"54751"
"ENSG00000160072"	"ENSG00000160072"	"ATAD3B"	1062,51427750393	1,3858867669406	0,229742697751187	4,63948050307551	3,49286084621055e-06	0,000103388681047832	"83858"
"ENSG00000075618"	"ENSG00000075618"	"FSCN1"	31249,5643694318	0,921426592834062	0,129825176383415	4,63258829749523	3,61122233813849e-06	0,000106660310967665	"6624"
"ENSG00000115339"	"ENSG00000115339"	"GALNT3"	739,21782767871	1,13043562675829	0,174964853881276	4,63199099007745	3,62165918463399e-06	0,000106737037787828	"2591"
"ENSG00000105821"	"ENSG00000105821"	"DNAJC2"	1005,38608099559	1,02305887724105	0,152006329387156	4,62519475389991	3,74246585227612e-06	0,000110059211759377	"27000"
"ENSG00000034152"	"ENSG00000034152"	"MAP2K3"	1821,53986824855	0,883709087963728	0,121903493663582	4,62422422050841	3,76002968123516e-06	0,000110337422714866	"5606"
"ENSG00000150867"	"ENSG00000150867"	"PIP4K2A"	495,291119106799	1,09016230630404	0,166663829049075	4,62105251450365	3,81798107493774e-06	0,000111797054443768	"5305"
"ENSG00000012061"	"ENSG00000012061"	"ERCC1"	1840,90396598618	0,951632220265544	0,136943429216431	4,61235872271964	3,98125135320405e-06	0,000116223823732974	"2067"
"ENSG00000085982"	"ENSG00000085982"	"USP40"	741,353696129448	-0,978387968630797	0,142752350942081	-4,61209895518938	3,98623132221643e-06	0,000116223823732974	"55230"
"ENSG00000019186"	"ENSG00000019186"	"CYP24A1"	59,871914508093	-2,51579648213128	0,476273755924801	-4,61036631730338	4,01960053039593e-06	0,000116946326542459	"1591"
"ENSG00000182580"	"ENSG00000182580"	"EPHB3"	626,676480740885	-0,999895050104308	0,147576693478303	-4,6070624980107	4,083972824552e-06	0,000118565829379744	"2049"
"ENSG00000124882"	"ENSG00000124882"	"EREG"	5621,59776392132	0,838353644915182	0,112550909528199	4,60550383011618	4,114684119509e-06	0,000119203274406882	"2069"
"ENSG00000119326"	"ENSG00000119326"	"CTNNAL1"	2888,82660329898	0,980837816073609	0,143642376727477	4,60057701027442	4,21322217125375e-06	0,000121798796356244	"8727"
"ENSG00000186575"	"ENSG00000186575"	"NF2"	1174,30628516927	0,907992567006584	0,128256433731411	4,58450738025298	4,55058015069916e-06	0,000131272668076101	"4771"
"ENSG00000104356"	"ENSG00000104356"	"POP1"	406,442679512353	1,10355816835546	0,171276856478719	4,57480470195817	4,76664417731286e-06	0,000136982460671382	"10940"
"ENSG00000123094"	"ENSG00000123094"	"RASSF8"	800,695532707868	1,00043008362058	0,148737073743251	4,57471742919407	4,7686314892946e-06	0,000136982460671382	"11228"
"ENSG00000141376"	"ENSG00000141376"	"BCAS3"	327,628341324668	-1,28464378908505	0,211138489678337	-4,56877280193987	4,9058822518339e-06	0,000140628405770464	"54828"
"ENSG00000182963"	"ENSG00000182963"	"GJC1"	510,748000359916	1,10574118278188	0,172000765562321	4,56824235760267	4,91831145047226e-06	0,000140688505692501	"10052"
"ENSG00000106636"	"ENSG00000106636"	"YKT6"	4859,93044625089	0,918173236679952	0,130984220269667	4,56675800679235	4,95325275301587e-06	0,000141390963281057	"10652"
"ENSG00000183688"	"ENSG00000183688"	"RFLNB"	394,545058601326	1,18817909196622	0,190146204217785	4,56585023896584	4,97473843125688e-06	0,00014170719347279	"359845"
"ENSG00000188001"	"ENSG00000188001"	"TPRG1"	81,3993404778241	-1,77426848012675	0,318589326601673	-4,56471186790573	5,00180834924965e-06	0,000142180840257585	"285386"
"ENSG00000125148"	"ENSG00000125148"	"MT2A"	1274,40693321749	1,23276310298629	0,200056601487801	4,56252428661773	5,0542244955782e-06	0,000143371501524568	"4502"
"ENSG00000112796"	"ENSG00000112796"	"ENPP5"	60,0748948702354	-2,06087874904734	0,381649561582088	-4,56145879437334	5,07994461720861e-06	0,000143801509164059	"59084"
"ENSG00000135919"	"ENSG00000135919"	"SERPINE2"	976,115492393436	0,967790142991462	0,142178230510386	4,55618374673852	5,20913719768397e-06	0,00014715272216528	"5270"
"ENSG00000054392"	"ENSG00000054392"	"HHAT"	130,843723171223	-1,51253763830802	0,26181703499085	-4,55485120878288	5,24226710049793e-06	0,000147782005880704	"55733"
"ENSG00000148843"	"ENSG00000148843"	"PDCD11"	1777,21564695518	1,00986886853884	0,151490573418533	4,55387324089723	5,26670985684965e-06	0,000148164300435671	"22984"
"ENSG00000121895"	"ENSG00000121895"	"TMEM156"	43,164037672624	2,46498915845724	0,471346656382968	4,55076774049383	5,34505242179773e-06	0,00015005821396948	"80008"
"ENSG00000108602"	"ENSG00000108602"	"ALDH3A1"	4570,01113833471	-1,00466578577173	0,150543487678171	-4,54796016972445	5,41683839451811e-06	0,000151760641110614	"218"
"ENSG00000173391"	"ENSG00000173391"	"OLR1"	64,2422181180072	-2,39988217844322	0,457637559496861	-4,5448240322099	5,4981166605254e-06	0,00015372147114931	"4973"
"ENSG00000205978"	"ENSG00000205978"	"NYNRIN"	27,7878309522129	-3,21965184621601	0,638208431291287	-4,54342453663476	5,53476250071495e-06	0,000154428947151096	"57523"
"ENSG00000145623"	"ENSG00000145623"	"OSMR"	7662,56370142098	0,791173518597794	0,103724691943915	4,5425395801856	5,55805566663641e-06	0,000154761729973254	"9180"
"ENSG00000112144"	"ENSG00000112144"	"CILK1"	228,737939522871	-1,51538369203186	0,2635820297146	-4,53514867203272	5,75629229986744e-06	0,00015962866793278	"22858"
"ENSG00000173530"	"ENSG00000173530"	"TNFRSF10D"	646,63059264457	1,08956370355311	0,169676436112488	4,53547776688877	5,74732327427295e-06	0,00015962866793278	"8793"
"ENSG00000149591"	"ENSG00000149591"	"TAGLN"	568,221869965343	1,47514873739156	0,254736183330615	4,53468652269287	5,76891016122613e-06	0,000159653416169217	"6876"
"ENSG00000196204"	"ENSG00000196204"	"RNF216P1"	508,062450590672	1,01820308993165	0,154137559952977	4,52974012398184	5,90562811892383e-06	0,000163105542529953	"441191"
"ENSG00000260916"	"ENSG00000260916"	"CCPG1"	1152,18525269944	-0,890118758767759	0,125945806651333	-4,52669901385497	5,99121766165504e-06	0,000165134452795739	"9236"
"ENSG00000164292"	"ENSG00000164292"	"RHOBTB3"	5797,97015731789	-0,867301720337909	0,120986412905876	-4,52366267577248	6,07785648826878e-06	0,000167184028170238	"22836"
"ENSG00000249915"	"ENSG00000249915"	"PDCD6"	7107,82358968777	0,770358268709321	0,0995977040865329	4,52177359749215	6,132363069677e-06	0,00016834325717081	"10016"
"ENSG00000179750"	"ENSG00000179750"	"APOBEC3B"	202,005264817576	-1,4139088986106	0,242700355188703	-4,50724061676825	6,56761418609981e-06	0,000179928842571298	"9582"
"ENSG00000089041"	"ENSG00000089041"	"P2RX7"	123,905677319567	-1,66071118835739	0,298117369650928	-4,49725955226041	6,88349375490448e-06	0,000188204118407188	"5027"
"ENSG00000116044"	"ENSG00000116044"	"NFE2L2"	3925,33340872644	-0,798893804191958	0,106646919767014	-4,49046072064876	7,1069280718138e-06	0,000193923712676987	"4780"
"ENSG00000173402"	"ENSG00000173402"	"DAG1"	4053,97016465606	-0,818965393568389	0,111218467202179	-4,48635380544619	7,24523909893118e-06	0,000197302351142094	"1605"
"ENSG00000181026"	"ENSG00000181026"	"AEN"	953,551185250366	0,946903399145595	0,139841666634295	4,48295142809642	7,36176904468651e-06	0,000200075543537827	"64782"
"ENSG00000144959"	"ENSG00000144959"	"NCEH1"	2015,65129070254	0,86148632703492	0,120890727013787	4,47913864372052	7,49448460382547e-06	0,000202872569315482	"57552"
"ENSG00000185716"	"ENSG00000185716"	"MOSMO"	547,440748447171	1,03807877473494	0,160304118329438	4,47947802101521	7,48257940832174e-06	0,000202872569315482	"730094"
"ENSG00000110172"	"ENSG00000110172"	"CHORDC1"	923,06090273452	1,01001485512818	0,15432375598007	4,47121605319982	7,77760749701341e-06	0,000210118856506616	"26973"
"ENSG00000138642"	"ENSG00000138642"	"HERC6"	2227,77333702227	-1,00440940463148	0,153177792083733	-4,46807200522487	7,89277404010203e-06	0,000212807943227781	"55008"
"ENSG00000100784"	"ENSG00000100784"	"RPS6KA5"	167,862975065454	-1,36066551717889	0,233667613227715	-4,45361469997441	8,44365675123096e-06	0,000226762978944301	"9252"
"ENSG00000123815"	"ENSG00000123815"	"COQ8B"	266,726630867514	-1,19880162930853	0,197320412450148	-4,45367825049804	8,44115668880107e-06	0,000226762978944301	"79934"
"ENSG00000138449"	"ENSG00000138449"	"SLC40A1"	53,4943397476676	-2,27643541016368	0,439984251658225	-4,44660326543555	8,72387396441148e-06	0,00023382729901462	"30061"
"ENSG00000115053"	"ENSG00000115053"	"NCL"	11132,6526965198	0,723160830047082	0,0907260969257976	4,4437140327641	8,84191106391587e-06	0,000236525463745144	"4691"
"ENSG00000169271"	"ENSG00000169271"	"HSPB3"	82,9933518051922	-2,0810988476953	0,39714000176959	-4,4344534417287	9,23061645374325e-06	0,000246439360066996	"8988"
"ENSG00000115963"	"ENSG00000115963"	"RND3"	3803,76222183262	-0,812204508508828	0,111019893940621	-4,43348026230403	9,27239997815705e-06	0,000247070446384709	"390"
"ENSG00000188976"	"ENSG00000188976"	"NOC2L"	2849,61421832582	0,787392573711182	0,1055315716437	4,42893597083167	9,46991297277889e-06	0,000251840498119839	"26155"
"ENSG00000088280"	"ENSG00000088280"	"ASAP3"	108,796969786333	-1,63908955336553	0,297909551919956	-4,4278189298205	9,51907590780661e-06	0,000252654459182641	"55616"
"ENSG00000185033"	"ENSG00000185033"	"SEMA4B"	4995,33736160453	0,766614546384883	0,100948385555772	4,4241871123153	9,68060919978672e-06	0,000256441974444156	"10509"
"ENSG00000157168"	"ENSG00000157168"	"NRG1"	2071,49359512519	0,920518608209355	0,135782674459057	4,4226453087756	9,74997322880715e-06	0,00025777793297755	"3084"
"ENSG00000166965"	"ENSG00000166965"	"RCCD1"	293,977242944242	-1,18991655770923	0,196813887769073	-4,41999580197271	9,8702818656261e-06	0,00026045301915187	"91433"
"ENSG00000275700"	"ENSG00000275700"	"AATF"	1383,01215436153	0,891548074560533	0,12936477763612	4,41811198538287	9,9566831989172e-06	0,000262224755196241	"26574"
"ENSG00000132109"	"ENSG00000132109"	"TRIM21"	393,857653620681	-1,19949035094937	0,199087515620082	-4,41760674048339	9,97997885034549e-06	0,000262330872637653	"6737"
"ENSG00000179826"	"ENSG00000179826"	"MRGPRX3"	60,0506803505192	2,42515270367023	0,476774133418206	4,41540879866417	1,00819279715066e-05	0,000264500060231278	"117195"
"ENSG00000160094"	"ENSG00000160094"	"ZNF362"	308,030692101418	-1,15550635891761	0,189331373103509	-4,41293138702813	1,01980323322469e-05	0,000266519017727206	"149076"
"ENSG00000170113"	"ENSG00000170113"	"NIPA1"	1242,72504555157	0,895222863778181	0,130341883293464	4,41318515003401	1,0186081234702e-05	0,000266519017727206	"123606"
"ENSG00000185760"	"ENSG00000185760"	"KCNQ5"	55,9020362402109	2,15382664410326	0,415765440507221	4,41072408968395	1,03025524746585e-05	0,000268734778725957	"56479"
"ENSG00000188549"	"ENSG00000188549"	"CCDC9B"	1276,26858645821	1,49742744817527	0,267233366810286	4,40598964953037	1,05301991506709e-05	0,000274147593949398	"388115"
"ENSG00000134243"	"ENSG00000134243"	"SORT1"	273,33338954937	-1,19779745113863	0,199286490268136	-4,40470124170269	1,05929764444976e-05	0,000275255662725724	"6272"
"ENSG00000004139"	"ENSG00000004139"	"SARM1"	127,053126967483	-1,70804292434889	0,31602938178503	-4,39213251789691	1,12244246531154e-05	0,00029023424057092	"23098"
"ENSG00000105926"	"ENSG00000105926"	"PALS2"	778,650951921124	0,965308399659494	0,146913336511638	4,39244261264447	1,12084221227159e-05	0,00029023424057092	"51678"
"ENSG00000137709"	"ENSG00000137709"	"POU2F3"	43,2452944928614	-2,38111078160533	0,469291842620639	-4,39195953225095	1,12333611031783e-05	0,00029023424057092	"25833"
