"ensembl"	"hgnc_symbol"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Entrez"
"ENSG00000165029"	"ENSG00000165029"	"ABCA1"	212,839899456313	-1,18341253657345	0,226715790805657	-3,80834759460394	0,00013989852847032	0,00276775427765673	"19"
"ENSG00000170835"	"ENSG00000170835"	"CEL"	212,579927614568	-1,17977494181013	0,225740565015101	-3,80868605406662	0,000139707204509801	0,00276775427765673	"1056"
"ENSG00000163811"	"ENSG00000163811"	"WDR43"	1625,28467191361	0,760619576254519	0,11577712626255	3,80575671964183	0,000141371291544473	0,00278972681981094	"23160"
"ENSG00000065183"	"ENSG00000065183"	"WDR3"	899,246737167914	0,847176398901993	0,138600686844202	3,80356267277796	0,000142629887336653	0,00281048993628924	"10885"
"ENSG00000276600"	"ENSG00000276600"	"RAB7B"	480,199536973563	-0,92948169967268	0,160271640694594	-3,80280439528336	0,000143067314915774	0,00281503549117511	"338382"
"ENSG00000013619"	"ENSG00000013619"	"MAMLD1"	349,394233507697	1,1852293635914	0,227614474895903	3,80129323491881	0,000143942828527061	0,0028281754014783	"10046"
"ENSG00000033050"	"ENSG00000033050"	"ABCF2"	1458,17282316802	0,77816390022618	0,120743680579552	3,79451659935378	0,000147931385410331	0,00290235409761826	"10061"
"ENSG00000151632"	"ENSG00000151632"	"AKR1C2"	4442,43427034353	-1,09580058389305	0,204580835399178	-3,7921469153223	0,000149350510822164	0,00292598065518646	"1646"
"ENSG00000178409"	"ENSG00000178409"	"BEND3"	179,94333972925	1,30962547104147	0,261055927033275	3,79085616744235	0,000150128879247846	0,00293700405149234	"57673"
"ENSG00000072310"	"ENSG00000072310"	"SREBF1"	2815,84475857384	-0,766552155249108	0,117844727360492	-3,78932655920265	0,00015105623372775	0,0029509062818322	"6720"
"ENSG00000173166"	"ENSG00000173166"	"RAPH1"	1124,31498319237	1,13875259944561	0,216301218213051	3,78524266395559	0,000153558663290073	0,00299549392458114	"65059"
"ENSG00000067113"	"ENSG00000067113"	"PLPP1"	502,780621420013	-0,989634233518615	0,176968921580586	-3,78390865208321	0,000154384506209184	0,00300299919506321	"8611"
"ENSG00000196684"	"ENSG00000196684"	"HSH2D"	140,915084950143	-1,34279853788065	0,270286035936246	-3,78413385041432	0,000154244800654768	0,00300299919506321	"84941"
"ENSG00000115415"	"ENSG00000115415"	"STAT1"	10498,6907239869	-0,833870222437643	0,135897376649607	-3,78131083253056	0,000156004742337418	0,00302930601332063	"6772"
"ENSG00000116191"	"ENSG00000116191"	"RALGPS2"	828,853080239356	0,835062300507975	0,136222809532816	3,78102831878457	0,000156181905210861	0,00302930601332063	"55103"
"ENSG00000084070"	"ENSG00000084070"	"SMAP2"	551,946322573034	0,896088895993372	0,15238664255918	3,78044221145987	0,000156550054106811	0,00303212736375298	"64744"
"ENSG00000149798"	"ENSG00000149798"	"CDC42EP2"	363,538773287142	1,02167109836597	0,185702696198456	3,77846478661845	0,000157798160014218	0,00305195986754772	"10435"
"ENSG00000108179"	"ENSG00000108179"	"PPIF"	1529,00459291601	0,795511610727007	0,125886174053126	3,77731402438472	0,000158528799597704	0,0030617420359182	"10105"
"ENSG00000087269"	"ENSG00000087269"	"NOP14"	1055,04465946218	0,781963889722941	0,122393800641382	3,77440595276972	0,000160389400418191	0,00309250967139179	"8602"
"ENSG00000160208"	"ENSG00000160208"	"RRP1B"	1377,34413094472	0,786924240464677	0,123717515565972	3,77411588269156	0,000160576111756316	0,00309250967139179	"23076"
"ENSG00000176749"	"ENSG00000176749"	"CDK5R1"	71,1215538495437	1,69533510062434	0,36450032094451	3,77320683027249	0,000161162573316429	0,00309942033654873	"8851"
"ENSG00000170899"	"ENSG00000170899"	"GSTA4"	77,3117857287315	-1,73038063878926	0,373953010509067	-3,7715450849541	0,000162239836475132	0,00311573711346319	"2941"
"ENSG00000126787"	"ENSG00000126787"	"DLGAP5"	767,110331949124	-0,845273835883234	0,139321803869441	-3,77021988873666	0,000163103776494992	0,00312791693064199	"9787"
"ENSG00000138356"	"ENSG00000138356"	"AOX1"	455,886903100538	0,951633536774493	0,167620383758523	3,76823822145901	0,00016440377199411	0,00314841316381407	"316"
"ENSG00000140464"	"ENSG00000140464"	"PML"	1537,0172149937	-0,830685512577223	0,135714009945944	-3,76295352838393	0,000167918413953656	0,00321120382639463	"5371"
"ENSG00000162302"	"ENSG00000162302"	"RPS6KA4"	2067,59769450028	0,846534533594852	0,140319623599664	3,75239414194177	0,000175153800082554	0,00334487256931846	"8986"
"ENSG00000100522"	"ENSG00000100522"	"GNPNAT1"	847,684369959648	0,893471796533862	0,152917504452074	3,75020373624783	0,000176690952229861	0,00336950140834984	"64841"
"ENSG00000135899"	"ENSG00000135899"	"SP110"	962,121652489811	-0,914610892210099	0,158755197123115	-3,74545780538433	0,00018006511092373	0,00342904412634617	"3431"
"ENSG00000169258"	"ENSG00000169258"	"GPRIN1"	645,240968843218	0,844812202452632	0,140239520200211	3,74225611798578	0,000182375497810522	0,00346819103098893	"114787"
"ENSG00000104884"	"ENSG00000104884"	"ERCC2"	749,703095706936	0,884230522887897	0,150880250689029	3,7395916318485	0,000184319450309966	0,00350027006334797	"2068"
"ENSG00000149043"	"ENSG00000149043"	"SYT8"	471,7341574338	-1,05601421868884	0,196843920879422	-3,73907517895706	0,000184698490025288	0,00350258306432357	"90019"
"ENSG00000161267"	"ENSG00000161267"	"BDH1"	762,189241986011	0,855702009055863	0,143344953277062	3,73715290848392	0,000186115748915891	0,00351965560727607	"622"
"ENSG00000175550"	"ENSG00000175550"	"DRAP1"	1546,05837910978	1,03412447063481	0,191083795853554	3,73723196906823	0,000186057257809444	0,00351965560727607	"10589"
"ENSG00000119514"	"ENSG00000119514"	"GALNT12"	117,900556564884	-1,37225396750367	0,281806569970263	-3,73395825233852	0,000188493752123713	0,00355968228698541	"79695"
"ENSG00000276043"	"ENSG00000276043"	"UHRF1"	1106,37832344015	0,891703055195557	0,153179287445564	3,73224777794273	0,00018977868592301	0,00357898419325166	"29128"
"ENSG00000173848"	"ENSG00000173848"	"NET1"	2983,26237943588	0,794915787393847	0,127349937184954	3,7292188586172	0,000192074274373682	0,00361726600258928	"10276"
"ENSG00000146535"	"ENSG00000146535"	"GNA12"	4841,94602895544	0,758007557977331	0,117570136520446	3,7255001222284	0,000194928358228764	0,00366594547740726	"2768"
"ENSG00000174004"	"ENSG00000174004"	"NRROS"	61,7409438756542	1,79063100125428	0,395146036557757	3,72174048375991	0,000197854311182454	0,00371584041525559	"375387"
"ENSG00000006432"	"ENSG00000006432"	"MAP3K9"	921,938907165361	1,14205104591684	0,220922363158649	3,72099516845433	0,000198439235421505	0,0037216923271339	"4293"
"ENSG00000112893"	"ENSG00000112893"	"MAN2A1"	2881,68684309701	0,781493941768577	0,124048579494432	3,72026784707594	0,000199011604051619	0,00372729298592414	"4124"
"ENSG00000196335"	"ENSG00000196335"	"STK31"	91,3779401921955	-1,55834284729032	0,333082942669533	-3,71782126507433	0,000200948357073129	0,00375839674437874	"56164"
"ENSG00000196787"	"ENSG00000196787"	"H2AC11"	96,7698532891473	-1,52856013028172	0,325323971385367	-3,71494336902122	0,000203249208118786	0,00379621566220218	"8969"
"ENSG00000105825"	"ENSG00000105825"	"TFPI2"	1723,73128593885	1,12585078696652	0,217011313108157	3,71340450147359	0,000204489650364064	0,00381364802421453	"7980"
"ENSG00000165272"	"ENSG00000165272"	"AQP3"	16004,1192385653	-0,877008135143392	0,150011954722626	-3,71309164108492	0,000204742707527969	0,00381364802421453	"360"
"ENSG00000144857"	"ENSG00000144857"	"BOC"	87,4680162281566	-1,62821594167676	0,352803367338155	-3,70805968079909	0,000208853439699245	0,00388490223353131	"91653"
"ENSG00000244165"	"ENSG00000244165"	"P2RY11"	156,71598895418	1,37186327309772	0,28385237743388	3,70567011841478	0,000210832562095051	0,00391636584650233	"5032"
"ENSG00000167081"	"ENSG00000167081"	"PBX3"	412,137120961862	0,947133559416492	0,16926835559355	3,70496633713613	0,000211418808524151	0,00392190530908016	"5090"
"ENSG00000268089"	"ENSG00000268089"	"GABRQ"	576,305947575357	-0,924496927839969	0,163181484879374	-3,70444556431646	0,000211853594925629	0,00392462387552023	"55879"
"ENSG00000162825"	"ENSG00000162825"	"NBPF20"	155,753589629796	1,52239465662615	0,324640401697297	3,70377393060059	0,000212415572969376	0,00392968809993346	"100288142"
"ENSG00000112578"	"ENSG00000112578"	"BYSL"	958,252108567331	0,914465896436544	0,160560469330152	3,70244244375105	0,000213533812937536	0,00394501546398574	"705"
"ENSG00000139269"	"ENSG00000139269"	"INHBE"	24,9180381075009	-2,7636015198815	0,66021535045167	-3,70121887988482	0,00021456628645496	0,00395871891107145	"83729"
"ENSG00000051108"	"ENSG00000051108"	"HERPUD1"	912,193868448576	-0,850338851760616	0,143330173390317	-3,70012007392469	0,000215497479543424	0,00396914767091026	"9709"
"ENSG00000108448"	"ENSG00000108448"	"TRIM16L"	353,109233406201	-1,05448758906688	0,198517425201422	-3,69986457522126	0,000215714547332079	0,00396914767091026	"147166"
"ENSG00000073737"	"ENSG00000073737"	"DHRS9"	1510,34821112694	0,834456176799333	0,139206787195833	3,69562567431148	0,000219345946163056	0,00403051876242397	"10170"
"ENSG00000139178"	"ENSG00000139178"	"C1RL"	416,087392432149	-0,986751149663117	0,180434898744706	-3,69524495705506	0,000219674894236576	0,00403112312658386	"51279"
"ENSG00000165757"	"ENSG00000165757"	"JCAD"	129,748601148778	1,55742877989942	0,335413414523946	3,68926443104761	0,000224903365400546	0,00412151308653274	"57608"
"ENSG00000243509"	"ENSG00000243509"	"TNFRSF6B"	716,150532235017	-1,21491324250714	0,242799616910959	-3,6858099444009	0,000227976440736868	0,00417221400144246	"8771"
"ENSG00000085552"	"ENSG00000085552"	"IGSF9"	389,885997922545	-1,055723560143	0,199729980620091	-3,68359100551074	0,000229971127078414	0,0042030696191942	"57549"
"ENSG00000130813"	"ENSG00000130813"	"SHFL"	774,712172037256	-0,852132543354693	0,144592164189612	-3,68023085024772	0,000233022900816819	0,00424744286147497	"55337"
"ENSG00000197535"	"ENSG00000197535"	"MYO5A"	1043,28633625917	0,889006532557173	0,154604920946392	3,68039082504023	0,000232876750411495	0,00424744286147497	"4644"
"ENSG00000125968"	"ENSG00000125968"	"ID1"	7979,4109454797	-0,889327189147611	0,15479253753005	-3,6780015253454	0,0002350685544549	0,00427900192173519	"3397"
"ENSG00000154678"	"ENSG00000154678"	"PDE1C"	80,2149769230417	1,57456924530135	0,341282509205443	3,67604319430895	0,000236879432450649	0,00430620874799471	"5137"
"ENSG00000185112"	"ENSG00000185112"	"FAM43A"	437,342887148166	-1,07682855027554	0,205905477511375	-3,67561154478629	0,000237280337480895	0,00430774543351982	"131583"
"ENSG00000241794"	"ENSG00000241794"	"SPRR2A"	87,7304213288755	1,89176890812583	0,427670216956779	3,67518907280998	0,000237673335047786	0,00430913466046692	"6700"
"ENSG00000107404"	"ENSG00000107404"	"DVL1"	1387,53950917199	0,746458698528157	0,116063362965777	3,67436103547944	0,000238445375287649	0,00431738328446359	"1855"
"ENSG00000100426"	"ENSG00000100426"	"ZBED4"	541,00803732576	0,883944388087985	0,153516025025868	3,67352130172051	0,000239230723597599	0,00432585064077677	"9889"
"ENSG00000135473"	"ENSG00000135473"	"PAN2"	307,828151379017	-1,31723570430966	0,271534295646901	-3,67259576523789	0,000240099128798985	0,00433579540812596	"9924"
"ENSG00000069424"	"ENSG00000069424"	"KCNAB2"	420,160337946671	-0,927252224273458	0,165386711654736	-3,671711095757	0,000240931953379384	0,00434507215524992	"8514"
"ENSG00000240184"	"ENSG00000240184"	"PCDHGC3"	1334,01136481568	0,913127624952183	0,161601785865352	3,67030365274788	0,000242262502825819	0,00436328867523327	"5098"
"ENSG00000140598"	"ENSG00000140598"	"EFL1"	385,492819914297	0,941140635096119	0,169524795810349	3,66401051909245	0,000248296580805106	0,00446605844681945	"79631"
"ENSG00000124593"	"ENSG00000124593"	""	377,789589826095	-1,26856634257998	0,258990146839281	-3,66255764613557	0,000249709535202273	0,00448554753471524	NA
"ENSG00000116260"	"ENSG00000116260"	"QSOX1"	8477,00122097478	0,699712658429574	0,103848294325244	3,65641690021742	0,000255765272066856	0,0045882739716236	"5768"
"ENSG00000120647"	"ENSG00000120647"	"CCDC77"	96,5071883766112	-1,36993004519343	0,287390944251236	-3,65331638381614	0,000258874929187639	0,00463794873134065	"84318"
"ENSG00000144063"	"ENSG00000144063"	"MALL"	5699,40638701753	0,739287349808965	0,114792394693624	3,65257080774406	0,000259627972635605	0,00464532782576398	"7851"
"ENSG00000145335"	"ENSG00000145335"	"SNCA"	193,855754773562	-1,26204646249282	0,257965535621705	-3,65183069987416	0,000260377524100325	0,00465262515505252	"6622"
"ENSG00000185989"	"ENSG00000185989"	"RASA3"	428,172338213254	0,961604234141986	0,175881134541314	3,64794232090466	0,000264348962207707	0,00471739904249036	"22821"
"ENSG00000188039"	"ENSG00000188039"	"NWD1"	59,6129923208771	-1,71368447811278	0,382255065655875	-3,6459542418921	0,000266401380844648	0,00474780261987007	"284434"
"ENSG00000125266"	"ENSG00000125266"	"EFNB2"	2102,7288386884	0,736890038696203	0,114402763806351	3,64405565762266	0,000268375344870419	0,00477049438088203	"1948"
"ENSG00000182585"	"ENSG00000182585"	"EPGN"	914,1909551255	-1,02013155087372	0,192127247162202	-3,64410338051968	0,000268325559684861	0,00477049438088203	"255324"
"ENSG00000145882"	"ENSG00000145882"	"PCYOX1L"	196,918793383877	-1,12973941187412	0,222761183006508	-3,63501127505893	0,000277968478473545	0,00493144469636138	"78991"
"ENSG00000166548"	"ENSG00000166548"	"TK2"	354,046002011728	-1,00585630299328	0,188689598828507	-3,63483894847127	0,000278154342450465	0,00493144469636138	"7084"
"ENSG00000170537"	"ENSG00000170537"	"TMC7"	183,267445356638	1,20112413967965	0,242772969739013	3,62941616040237	0,000284062970514859	0,00502965072370653	"79905"
"ENSG00000091127"	"ENSG00000091127"	"PUS7"	353,811324289249	1,04249665184146	0,199295797882876	3,62524779506925	0,000288684510788798	0,00509822088054511	"54517"
"ENSG00000168071"	"ENSG00000168071"	"CCDC88B"	178,055109318972	-1,2532114630102	0,257396875877093	-3,62557416375094	0,000288320133709634	0,00509822088054511	"283234"
"ENSG00000040341"	"ENSG00000040341"	"STAU2"	282,705921726946	-1,04962725826841	0,201372041368708	-3,62327984217274	0,000290890807987712	0,00513053010564856	"27067"
"ENSG00000140650"	"ENSG00000140650"	"PMM2"	1669,44151669788	0,728726820999508	0,112905228809579	3,62008761958091	0,000294503271522341	0,00518752463783724	"5373"
"ENSG00000110031"	"ENSG00000110031"	"LPXN"	131,398653189519	1,30118584263098	0,271151481808551	3,61858927005147	0,000296213323656277	0,0052109051872143	"9404"
"ENSG00000149968"	"ENSG00000149968"	"MMP3"	11,2301574399932	6,28566185689714	1,64980686777468	3,61597588991967	0,000299218226352089	0,00525697467098071	"4314"
"ENSG00000120694"	"ENSG00000120694"	"HSPH1"	3695,07875311513	0,718216501243097	0,11019197101854	3,61384316445429	0,000301691596100595	0,00529359893364136	"10808"
"ENSG00000185298"	"ENSG00000185298"	"CCDC137"	770,797544184188	0,792179660936169	0,130676601019423	3,61334513794086	0,000302271919783356	0,00529695554667976	"339230"
"ENSG00000011201"	"ENSG00000011201"	"ANOS1"	149,389572761597	-1,37992275865643	0,293469921471911	-3,61169128795327	0,000304206571417008	0,00532400601081489	"3730"
"ENSG00000006534"	"ENSG00000006534"	"ALDH3B1"	94,3375781559699	-1,47808605714996	0,320710649614492	-3,61099969253292	0,000305019023691455	0,0053313723062681	"221"
"ENSG00000148606"	"ENSG00000148606"	"POLR3A"	791,462286023292	0,850016205442346	0,146993412823861	3,6057139926226	0,000311295843243114	0,00543410795076698	"11128"
"ENSG00000278828"	"ENSG00000278828"	"H3C10"	73,9917076430993	-1,64666435821446	0,368377436706023	-3,60137246753572	0,000316541692377062	0,0055186065088426	"8357"
"ENSG00000105655"	"ENSG00000105655"	"ISYNA1"	803,669796505472	-0,845090506085088	0,145934102462901	-3,59813434435981	0,000320508060138116	0,00558061092946367	"51477"
"ENSG00000213928"	"ENSG00000213928"	"IRF9"	1146,25699658672	-0,755656628687394	0,121092071899664	-3,59773040342704	0,000321006096945763	0,005582144337182	"10379"
"ENSG00000197381"	"ENSG00000197381"	"ADARB1"	200,019716177106	1,37121324168928	0,292244126647445	3,59703804400982	0,00032186142300164	0,00558987899947746	"104"
"ENSG00000170485"	"ENSG00000170485"	"NPAS2"	677,264469113145	1,00865072497226	0,1915072741489	3,59595074407888	0,000323208956720208	0,00560613140726413	"4862"
"ENSG00000100242"	"ENSG00000100242"	"SUN2"	2407,45322165916	-0,741652034314364	0,117289476439525	-3,59496902121284	0,000324430179087074	0,00562015434917252	"25777"
"ENSG00000143850"	"ENSG00000143850"	"PLEKHA6"	428,660247874603	-1,00267703612116	0,189996251739842	-3,5931079159179	0,000326757179228949	0,00565327287469043	"22874"
"ENSG00000161513"	"ENSG00000161513"	"FDXR"	260,535621683338	-1,08724225590257	0,213713806999112	-3,59004533528222	0,000330620453781355	0,00571285291711539	"2232"
"ENSG00000198074"	"ENSG00000198074"	"AKR1B10"	1378,91349076813	-1,05720697227731	0,205558647688298	-3,58635834866548	0,000335328080560926	0,00578685316212619	"57016"
"ENSG00000160214"	"ENSG00000160214"	"RRP1"	926,576068811109	0,789522341063344	0,130938084033993	3,58583482053587	0,000336001595695652	0,00579113636328101	"8568"
"ENSG00000160193"	"ENSG00000160193"	"WDR4"	524,569350872262	0,896176651226822	0,160829495375057	3,58253098962457	0,000340281233765726	0,00585748328565629	"10785"
"ENSG00000167723"	"ENSG00000167723"	"TRPV3"	49,5567437686137	2,10798260346825	0,499305773045343	3,58093717315358	0,00034236397952509	0,00588589387021923	"162514"
"ENSG00000182782"	"ENSG00000182782"	"HCAR2"	170,469049955407	-1,22609348811895	0,253156130232698	-3,57918841343514	0,000344662917886689	0,00591794488013261	"338442"
"ENSG00000136305"	"ENSG00000136305"	"CIDEB"	171,697768272085	-1,18149563199507	0,240880326977122	-3,57644662312708	0,000348296393392029	0,00597280062018371	"27141"
"ENSG00000070526"	"ENSG00000070526"	"ST6GALNAC1"	21,4407697171564	-2,92884680410892	0,729683981787093	-3,57531050321196	0,000349812475861003	0,00599125367462065	"55808"
"ENSG00000091844"	"ENSG00000091844"	"RGS17"	56,8971922494476	1,78374485030403	0,409660437010521	3,57306861503552	0,000352822262934768	0,00603521096999975	"26575"
"ENSG00000117650"	"ENSG00000117650"	"NEK2"	496,967793341283	-0,863930770622917	0,152299994432488	-3,57144314187111	0,000355019626235748	0,00605757798349116	"4751"
"ENSG00000138134"	"ENSG00000138134"	"STAMBPL1"	308,388967159811	1,00726810748654	0,192417863163801	3,57174794577925	0,000354606610681762	0,00605757798349116	"57559"
"ENSG00000139679"	"ENSG00000139679"	"LPAR6"	155,823392217548	-1,16015888277984	0,235919074409866	-3,56121642508742	0,000369140646961102	0,00629063710766254	"10161"
"ENSG00000179820"	"ENSG00000179820"	"MYADM"	1006,05707899435	0,816922348854092	0,139679585405402	3,5575875129629	0,000374276428622054	0,00637018481514735	"91663"
"ENSG00000163017"	"ENSG00000163017"	"ACTG2"	17,8567467795191	4,6865589468635	1,22768655943419	3,55673759992612	0,000375488875227606	0,00638284210374417	"72"
"ENSG00000117724"	"ENSG00000117724"	"CENPF"	3805,32316464183	-0,987289509905158	0,187663579404114	-3,5557752443175	0,000376866158980801	0,00639826635995336	"1063"
"ENSG00000108813"	"ENSG00000108813"	"DLX4"	91,8212100669512	-1,47443516278549	0,324847231683027	-3,55377866945144	0,000379738649407457	0,00643900554213192	"1748"
"ENSG00000164465"	"ENSG00000164465"	"DCBLD1"	291,315091000609	1,00499844734325	0,192829934194357	3,55234497281334	0,000381813931182903	0,00646614239674927	"285761"
"ENSG00000184178"	"ENSG00000184178"	"SCFD2"	404,375252987111	0,981610448071938	0,186485174351103	3,54779113339218	0,0003884761532134	0,00657079664863808	"152579"
"ENSG00000182040"	"ENSG00000182040"	"USH1G"	41,0869663492388	-2,03624871877144	0,483814024417542	-3,54733147894505	0,000389154625357366	0,00657410592911401	"124590"
"ENSG00000081307"	"ENSG00000081307"	"UBA5"	1231,11971134936	0,797847943186305	0,134842063580376	3,54376023696398	0,000394463796815886	0,00664963827363065	"79876"
"ENSG00000163291"	"ENSG00000163291"	"PAQR3"	456,868361010452	0,952041639511455	0,178358052206678	3,54366753668657	0,000394602506249528	0,00664963827363065	"152559"
"ENSG00000108256"	"ENSG00000108256"	"NUFIP2"	3295,62369994228	0,827796933887195	0,143419490104061	3,54064104898679	0,000399156217628875	0,00671806064182294	"57532"
"ENSG00000204394"	"ENSG00000204394"	"VARS1"	2979,02629817807	0,758377055081533	0,123847083695848	3,53966393070771	0,000400636861422245	0,00672635204084499	"7407"
"ENSG00000211584"	"ENSG00000211584"	"SLC48A1"	1377,23765268569	-0,762424034501159	0,124985082198618	-3,53981472603337	0,000400408024381227	0,00672635204084499	"55652"
"ENSG00000127124"	"ENSG00000127124"	"HIVEP3"	364,9223394795	1,00379758532884	0,193212875756216	3,53908911428665	0,000401510285949485	0,00673271435158644	"59269"
"ENSG00000070814"	"ENSG00000070814"	"TCOF1"	2000,7267118388	0,78626666953522	0,131790388025127	3,53794139710949	0,000403259548601545	0,00675372941421726	"6949"
"ENSG00000143126"	"ENSG00000143126"	"CELSR2"	1117,23443192081	-1,04853943492129	0,206085317768428	-3,53513507323181	0,00040756676460352	0,00681748042609525	"1952"
"ENSG00000133065"	"ENSG00000133065"	"SLC41A1"	1543,82055372742	0,78350404692572	0,131357913673954	3,52855822661885	0,000417830015269123	0,00697816367006594	"254428"
"ENSG00000247626"	"ENSG00000247626"	"MARS2"	460,133093247655	0,994252708972389	0,191097091046011	3,52832534122692	0,000418197822765409	0,00697816367006594	"92935"
"ENSG00000137171"	"ENSG00000137171"	"KLC4"	312,168452070638	-0,992073888203303	0,190555206446049	-3,52692482529247	0,00042041611179412	0,00700659213976589	"89953"
"ENSG00000197498"	"ENSG00000197498"	"RPF2"	543,341172494604	0,873007039487509	0,156878269902233	3,52507099824689	0,000423369305220151	0,00704718393628066	"84154"
"ENSG00000116641"	"ENSG00000116641"	"DOCK7"	843,750620446505	0,804516903756691	0,137512012903	3,52345146818894	0,000425965099560427	0,00708173479318043	"85440"
"ENSG00000160445"	"ENSG00000160445"	"ZER1"	626,109098864065	-0,816200245192959	0,141072902432775	-3,51733207891863	0,000435908060746159	0,00723820018917036	"10444"
"ENSG00000184787"	"ENSG00000184787"	"UBE2G2"	1815,35255580932	1,05301654536713	0,208532998902399	3,51511055432627	0,000439570955689383	0,00729013170848556	"7327"
"ENSG00000080845"	"ENSG00000080845"	"DLGAP4"	3476,77668990699	0,814711435103552	0,140847713462952	3,51238527726386	0,000444103689859543	0,00735634530550796	"22839"
"ENSG00000112769"	"ENSG00000112769"	"LAMA4"	1318,34934084489	0,81146539407394	0,139952504958207	3,5116584316994	0,000445319942067764	0,00736752895649413	"3910"
"ENSG00000064195"	"ENSG00000064195"	"DLX3"	249,461296301155	-1,04208631034835	0,205719991294977	-3,51004443371266	0,000448031817906603	0,007403399554146	"1747"
"ENSG00000100033"	"ENSG00000100033"	"PRODH"	92,0509864963811	-1,42482446282724	0,314992292623108	-3,50746506724586	0,000452397746600115	0,00746648208206928	"5625"
"ENSG00000145348"	"ENSG00000145348"	"TBCK"	404,172693945497	-0,892166923481382	0,163250960118428	-3,50483037322605	0,000456898290825108	0,00752477843309859	"93627"
"ENSG00000153094"	"ENSG00000153094"	"BCL2L11"	377,956016212486	-0,974833551939492	0,186841698507954	-3,50475058388325	0,00045703523532407	0,00752477843309859	"10018"
"ENSG00000119139"	"ENSG00000119139"	"TJP2"	1567,19968638188	0,785818186349299	0,132969159366276	3,50320471731464	0,000459696017153072	0,00755944561540608	"9414"
"ENSG00000125633"	"ENSG00000125633"	"CCDC93"	1309,94753823502	0,87048710937985	0,157181808228501	3,50223168688572	0,00046137822486547	0,00757306093955096	"54520"
"ENSG00000163661"	"ENSG00000163661"	"PTX3"	843,802411512149	0,951855520726207	0,180422788335505	3,50208267234647	0,000461636352807528	0,00757306093955096	"5806"
"ENSG00000104131"	"ENSG00000104131"	"EIF3J"	1833,96521669569	0,753070847497696	0,123673529927636	3,50172626067271	0,000462254287631696	0,00757407265991959	"8669"
"ENSG00000146731"	"ENSG00000146731"	"CCT6A"	11114,3452401968	0,688402839756898	0,105229215182016	3,5009558811179	0,000463592584216783	0,00758687094554773	"908"
"ENSG00000108984"	"ENSG00000108984"	"MAP2K6"	34,5321082811213	-2,1943925403474	0,535803044724302	-3,49828646702048	0,00046825788399753	0,00764484334353762	"5608"
"ENSG00000179295"	"ENSG00000179295"	"PTPN11"	2488,83758280572	0,714742583300981	0,112830503951482	3,49854489235219	0,000467804329867201	0,00764484334353762	"5781"
"ENSG00000128595"	"ENSG00000128595"	"CALU"	6902,49226439291	0,684899213217378	0,104337234882702	3,4973057665138	0,000469982815566249	0,00766381558892222	"813"
"ENSG00000119138"	"ENSG00000119138"	"KLF9"	86,7234557103521	-1,44525448373529	0,321939414872059	-3,4952367798223	0,000473641371393702	0,00770501901182394	"687"
"ENSG00000132823"	"ENSG00000132823"	"OSER1"	1224,99995214251	-0,80269100892167	0,138094791049663	-3,49536000056715	0,000473422740271604	0,00770501901182394	"51526"
"ENSG00000092871"	"ENSG00000092871"	"RFFL"	266,118174466295	1,00382446049109	0,195741695864435	3,49350432196464	0,000476725267237527	0,00773672358055282	"117584"
"ENSG00000146674"	"ENSG00000146674"	"IGFBP3"	49844,8127646862	-0,914967367747061	0,170372153646252	-3,49216321454976	0,000479125382113014	0,00776639428910809	"3486"
"ENSG00000130707"	"ENSG00000130707"	"ASS1"	3492,08061693672	-0,982023339109567	0,189925834448266	-3,48569398698573	0,000490862176567315	0,00794718120825274	"445"
"ENSG00000158715"	"ENSG00000158715"	"SLC45A3"	75,5849424478509	1,56238901254196	0,356528417064453	3,48468439843144	0,000492717827276369	0,00796775051804636	"85414"
"ENSG00000103342"	"ENSG00000103342"	"GSPT1"	4378,47857838692	0,665683837595693	0,0992461176868295	3,48309682688542	0,00049564906192071	0,00800564368577981	"2935"
"ENSG00000112742"	"ENSG00000112742"	"TTK"	394,796175324444	-0,870715588058083	0,158889990068134	-3,46601814136894	0,000528227636782899	0,00851165384903664	"7272"
"ENSG00000125844"	"ENSG00000125844"	"RRBP1"	5569,41519332922	0,899435616586216	0,167167622693331	3,46619523117338	0,000527879820946467	0,00851165384903664	"6238"
"ENSG00000161091"	"ENSG00000161091"	"MFSD12"	1478,13404899236	0,72780208121149	0,117747438810274	3,46336264577764	0,000533468879859445	0,0085758114146	"126321"
"ENSG00000230183"	"ENSG00000230183"	"CNOT6LP1"	151,231542212389	-1,1370625568299	0,235900556573394	-3,46358893212571	0,000533020368995698	0,0085758114146	NA
"ENSG00000123496"	"ENSG00000123496"	"IL13RA2"	24,1073007338503	2,46326444983759	0,619606528012398	3,45907338438291	0,000542037201039242	0,0087032765676301	"3598"
"ENSG00000122376"	"ENSG00000122376"	"SHLD2"	488,940497020468	0,851698172251895	0,15373098287735	3,45862728709732	0,00054293565750424	0,00870743452600439	"54537"
"ENSG00000087095"	"ENSG00000087095"	"NLK"	401,013334810787	0,928081485576719	0,175876663210125	3,45743132987591	0,000545351210191799	0,00873588479761357	"51701"
"ENSG00000110218"	"ENSG00000110218"	"PANX1"	1181,50670083419	0,789633913151038	0,136253986552747	3,4467535595315	0,000567365872651098	0,00907785396241757	"24145"
