"ensembl"	"hgnc_symbol"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000115414"	"ENSG00000115414"	"FN1"	3166,76230309315	-1,42290498915839	0,22427328991946	-4,91768319604378	8,75744882383692e-07	3,47944072200249e-05
"ENSG00000130175"	"ENSG00000130175"	"PRKCSH"	1415,56822430217	-0,818957000957411	0,101602404290046	-4,9108778915608	9,06695396945365e-07	3,59202928582361e-05
"ENSG00000113319"	"ENSG00000113319"	"RASGRF2"	232,778335722538	1,2585149553873	0,191303271776259	4,90590122517583	9,2999320482169e-07	3,67374039847235e-05
"ENSG00000172602"	"ENSG00000172602"	"RND1"	506,853924585038	1,10743643661227	0,160638311359535	4,90192177661691	9,49036282626102e-07	3,73822400494585e-05
"ENSG00000166750"	"ENSG00000166750"	"SLFN5"	2501,35535683066	0,728300228889925	0,0834585662833721	4,89225069483697	9,96893509415988e-07	3,91551287826902e-05
"ENSG00000107854"	"ENSG00000107854"	"TNKS2"	3110,56391850072	0,6845949828392	0,074594873568476	4,88766808491889	1,02037368617175e-06	3,99631825179574e-05
"ENSG00000158373"	"ENSG00000158373"	"H2BC5"	306,136800654071	1,17819939286963	0,175700114635884	4,88445550902537	1,03715057331723e-06	4,05048549187273e-05
"ENSG00000138685"	"ENSG00000138685"	"FGF2"	4875,52728687192	0,669844190432605	0,071655843831412	4,8822841477619	1,04864000391698e-06	4,08375471213787e-05
"ENSG00000136021"	"ENSG00000136021"	"SCYL2"	3095,95531559015	0,716842565602315	0,0813020982841441	4,88108639232634	1,05503006844794e-06	4,09703343247285e-05
"ENSG00000196141"	"ENSG00000196141"	"SPATS2L"	4364,02550590309	0,699144075035555	0,0776864813543626	4,88043824904503	1,05850354400911e-06	4,09894316042062e-05
"ENSG00000132561"	"ENSG00000132561"	"MATN2"	75,7759496238656	-2,10828540896745	0,368518183071016	-4,85263819023777	1,21829834910292e-06	4,70447960817916e-05
"ENSG00000100393"	"ENSG00000100393"	"EP300"	5420,08605881389	0,665973169592669	0,0715187150002085	4,83751937645496	1,31469572224194e-06	5,06249918589916e-05
"ENSG00000093009"	"ENSG00000093009"	"CDC45"	30,4224039439521	-3,08541042711406	0,572676676735102	-4,8289209940939	1,37274855425189e-06	5,27127775846388e-05
"ENSG00000073711"	"ENSG00000073711"	"PPP2R3A"	247,605069478468	1,19402601798448	0,18125850431598	4,82198626366698	1,42135735880877e-06	5,44272969680898e-05
"ENSG00000113742"	"ENSG00000113742"	"CPEB4"	3245,59373616173	0,708942990473758	0,0806726441225271	4,82125006195439	1,42661387098262e-06	5,44768357899946e-05
"ENSG00000159082"	"ENSG00000159082"	"SYNJ1"	988,901700536468	0,837453428518543	0,107370663150705	4,81931854879435	1,44049396857047e-06	5,48544891577237e-05
"ENSG00000142657"	"ENSG00000142657"	"PGD"	4193,21095216323	-0,759298524021951	0,0912547332263531	-4,81398069437441	1,47953107148552e-06	5,6185396794783e-05
"ENSG00000165480"	"ENSG00000165480"	"SKA3"	50,5295545083109	-2,32287174652213	0,416424531379534	-4,80968721964337	1,51166651472916e-06	5,72476021432005e-05
"ENSG00000146477"	"ENSG00000146477"	"SLC22A3"	1248,51246293288	0,856879277695709	0,111643627498064	4,80886629830278	1,51788682862543e-06	5,73252478931699e-05
"ENSG00000204186"	"ENSG00000204186"	"ZDBF2"	908,072850397834	0,876522873265969	0,115846618688474	4,80396302944781	1,55555564050326e-06	5,85869133972556e-05
"ENSG00000122952"	"ENSG00000122952"	"ZWINT"	133,592941437368	-1,5162754804366	0,249566411533605	-4,7934154002752	1,63965620948312e-06	6,15856664255858e-05
"ENSG00000103260"	"ENSG00000103260"	"METRN"	172,804701226101	-1,35830590964865	0,217251055746289	-4,77929051291336	1,75914855538244e-06	6,58937743619685e-05
"ENSG00000121621"	"ENSG00000121621"	"KIF18A"	505,414312803335	-0,984437646544139	0,139126692123556	-4,77577405458661	1,7901730615845e-06	6,68736659717449e-05
"ENSG00000174373"	"ENSG00000174373"	"RALGAPA1"	1700,39263525896	0,754182731081289	0,0910307982553623	4,76962456006709	1,84569587942902e-06	6,8760924808972e-05
"ENSG00000129103"	"ENSG00000129103"	"SUMF2"	531,921179138677	-0,995037830615543	0,141795524554828	-4,76064271234826	1,9297741790647e-06	7,16989341610876e-05
"ENSG00000176018"	"ENSG00000176018"	"LYSMD3"	1090,01273819564	0,801774047825841	0,101325661192772	4,75470914430322	1,9873231670548e-06	7,36380905053972e-05
"ENSG00000110723"	"ENSG00000110723"	"EXPH5"	217,420617496527	1,31443648849807	0,209505304106302	4,74659337499876	2,06871245763422e-06	7,64478229975743e-05
"ENSG00000153922"	"ENSG00000153922"	"CHD1"	3583,06803798812	0,662337159966315	0,0722069131628622	4,74105795374712	2,12605101852892e-06	7,83560947767212e-05
"ENSG00000187244"	"ENSG00000187244"	"BCAM"	341,130000398681	-1,19901036234404	0,185685442864484	-4,73386792623028	2,20281095469781e-06	8,09680272573015e-05
"ENSG00000113719"	"ENSG00000113719"	"ERGIC1"	880,915002005648	-0,956977147160711	0,134945694305872	-4,72024802597198	2,35557241202195e-06	8,63521438615088e-05
"ENSG00000110057"	"ENSG00000110057"	"UNC93B1"	247,21115208512	-1,17917848957234	0,182165757058285	-4,71646539638865	2,39977159390715e-06	8,77384577165999e-05
"ENSG00000127528"	"ENSG00000127528"	"KLF2"	310,214660366166	-1,23139260394023	0,193261620860529	-4,71584890927699	2,40705015022339e-06	8,77711363796313e-05
"ENSG00000109321"	"ENSG00000109321"	"AREG"	3752,16535141337	0,658684108323176	0,0718749013078805	4,71213319476297	2,45137061752219e-06	8,91507721668719e-05
"ENSG00000197261"	"ENSG00000197261"	"C6orf141"	349,995993733449	1,09867051212869	0,165789754306904	4,69673482166599	2,6435328850222e-06	9,58856110036944e-05
"ENSG00000102316"	"ENSG00000102316"	"MAGED2"	501,136909480709	-1,09606809220734	0,165337960070206	-4,69382888163015	2,68138351816494e-06	9,70025769058248e-05
"ENSG00000091536"	"ENSG00000091536"	"MYO15A"	36,6833130227637	2,85478086841303	0,540183335218496	4,69244551460988	2,69958445193725e-06	9,7404691498114e-05
"ENSG00000251201"	"ENSG00000251201"	"TMED7-TICAM2"	916,059193956758	0,934663156556496	0,131109995011085	4,68814872965656	2,75687633001245e-06	9,92114631117308e-05
"ENSG00000104885"	"ENSG00000104885"	"DOT1L"	1184,51070416023	0,799461266004299	0,102460022547955	4,6794960032328	2,87580965084639e-06	0,000103221293133643
"ENSG00000115884"	"ENSG00000115884"	"SDC1"	1585,74207426257	-0,756697831596633	0,0933774382194946	-4,67669535514696	2,91534864143543e-06	0,000104367962952638
"ENSG00000049860"	"ENSG00000049860"	"HEXB"	2597,45219365165	0,711663929287793	0,083796503505012	4,67398892442293	2,9540526896716e-06	0,000105478863181599
"ENSG00000166889"	"ENSG00000166889"	"PATL1"	2261,12384685249	0,687004468633927	0,0785304583361129	4,67340286062175	2,96249854845236e-06	0,000105506392605116
"ENSG00000184445"	"ENSG00000184445"	"KNTC1"	249,986349955084	-1,19693874833187	0,188106722650048	-4,66192136026588	3,13270900751581e-06	0,000111279976037002
"ENSG00000118200"	"ENSG00000118200"	"CAMSAP2"	3814,0325435723	0,652626878383865	0,0713631745052069	4,66104374826537	3,14609835427552e-06	0,000111467562052128
"ENSG00000137868"	"ENSG00000137868"	"STRA6"	204,126648119579	-1,27963329121102	0,206006510997413	-4,65826680217439	3,18882761779827e-06	0,000112691036662912
"ENSG00000175643"	"ENSG00000175643"	"RMI2"	64,4346695490763	-2,00909904767652	0,362707544939601	-4,65691731876655	3,20979275097596e-06	0,000113141079352991
"ENSG00000101745"	"ENSG00000101745"	"ANKRD12"	1770,00824155323	0,721937132586387	0,086662067524385	4,63798226915473	3,51826959909394e-06	0,000123067817248714
"ENSG00000106804"	"ENSG00000106804"	"C5"	312,311813248392	-1,34662269553313	0,221328541892544	-4,63845596575411	3,51021701650537e-06	0,000123067817248714
"ENSG00000123095"	"ENSG00000123095"	"BHLHE41"	311,896427198443	1,21961360602012	0,193933998475949	4,63876170805442	3,50502895238041e-06	0,000123067817248714
"ENSG00000188766"	"ENSG00000188766"	"SPRED3"	188,948514362794	1,36790908145395	0,225972690342005	4,63732621790697	3,52945136894522e-06	0,000123145603981954
"ENSG00000151746"	"ENSG00000151746"	"BICD1"	910,378832002791	0,823055008035295	0,108625859089502	4,63107967340268	3,63763850355272e-06	0,000126599029135036
"ENSG00000140451"	"ENSG00000140451"	"PIF1"	19,1020940761072	-4,38827798160679	0,880089973541188	-4,62257053700702	3,79013871015577e-06	0,000131573325375029
"ENSG00000179388"	"ENSG00000179388"	"EGR3"	365,529472085977	2,77257266259735	0,530918864034852	4,61948675916016	3,8469042702853e-06	0,000133207539051919
"ENSG00000176907"	"ENSG00000176907"	"TCIM"	415,769338849115	-1,26391830527418	0,204497911406076	-4,61578457591099	3,91613009241741e-06	0,000135263920553925
"ENSG00000116679"	"ENSG00000116679"	"IVNS1ABP"	737,178713628848	0,8838643820294	0,12219428811342	4,61449050307512	3,94060792338352e-06	0,000135768263465547
"ENSG00000133104"	"ENSG00000133104"	"SPART"	752,227352646161	0,840013585907539	0,113214510520539	4,59317081809228	4,36561426364305e-06	0,000150035248205752
"ENSG00000213341"	"ENSG00000213341"	"CHUK"	1559,52800120074	0,735871357496286	0,0905532357001164	4,59256209102809	4,37837181167151e-06	0,000150098447119821
"ENSG00000133121"	"ENSG00000133121"	"STARD13"	2011,35248074176	0,767223250807424	0,0975218147485686	4,58587908726328	4,52080190142492e-06	0,000154595680942509
"ENSG00000118496"	"ENSG00000118496"	"FBXO30"	1381,18518178883	0,737014990555287	0,0910226269490522	4,58144314807242	4,61778147279135e-06	0,000157520203241843
"ENSG00000196843"	"ENSG00000196843"	"ARID5A"	264,609648584539	1,42316104502082	0,241083666839239	4,57584314808202	4,74305823014427e-06	0,000161393122499488
"ENSG00000100889"	"ENSG00000100889"	"PCK2"	656,972432802442	-0,979294034346573	0,144299821806228	-4,5689178690179	4,90248832931878e-06	0,000166406190279371
"ENSG00000052795"	"ENSG00000052795"	"FNIP2"	417,225097611365	0,981341773357305	0,144950191356089	4,56254501749939	5,05372530774887e-06	0,000171117147304492
"ENSG00000108465"	"ENSG00000108465"	"CDK5RAP3"	1048,10528872369	-0,790551491949622	0,103205459849982	-4,55936626447487	5,13082184384746e-06	0,000173300756480027
"ENSG00000147010"	"ENSG00000147010"	"SH3KBP1"	2775,76145194231	0,689216005092117	0,0809944446906012	4,5585349279512	5,15116986978937e-06	0,000173561598529398
"ENSG00000155961"	"ENSG00000155961"	"RAB39B"	698,791799099735	0,857671271532614	0,118128078376921	4,55159585189409	5,32405322256269e-06	0,000178948067605304
"ENSG00000148516"	"ENSG00000148516"	"ZEB1"	1360,28270726038	0,74694338375702	0,0938506436971333	4,54917906727219	5,38556009853855e-06	0,000180573889450267
"ENSG00000065613"	"ENSG00000065613"	"SLK"	4597,49543633664	0,699074463550783	0,0834312573007944	4,54355448802727	5,53134989566941e-06	0,000185010868651502
"ENSG00000048052"	"ENSG00000048052"	"HDAC9"	41,2204975234861	2,78831288905568	0,543489442169034	4,54160227879458	5,58282893953901e-06	0,000186049283282939
"ENSG00000100023"	"ENSG00000100023"	"PPIL2"	271,067124667704	-1,12124213138721	0,176432512282148	-4,54135193691441	5,58946344626856e-06	0,000186049283282939
"ENSG00000058262"	"ENSG00000058262"	"SEC61A1"	3949,89576036263	-0,639704687672821	0,0706234163958196	-4,52689354308475	5,9857074440393e-06	0,000198757295249295
"ENSG00000171634"	"ENSG00000171634"	"BPTF"	3413,7278055922	0,688954572342703	0,0816233457185877	4,52020888257564	6,17786450802924e-06	0,000204643622631031
"ENSG00000120690"	"ENSG00000120690"	"ELF1"	2823,19682263895	0,672050423349397	0,077970109402299	4,51519724735716	6,32578594165737e-06	0,000209039854182606
"ENSG00000150551"	"ENSG00000150551"	"LYPD1"	690,203314411434	0,965783969727317	0,143051069773748	4,51435959723125	6,35083792235767e-06	0,000209364433857676
"ENSG00000115641"	"ENSG00000115641"	"FHL2"	2089,73101919098	0,697364680069747	0,0836202581153604	4,51283802005423	6,39658744624324e-06	0,000209678625405816
"ENSG00000126562"	"ENSG00000126562"	"WNK4"	350,324601405467	1,07857357477435	0,168104125139113	4,51252207015502	6,4061266218406e-06	0,000209678625405816
"ENSG00000164109"	"ENSG00000164109"	"MAD2L1"	241,222031692734	-1,1436914164122	0,182507038074139	-4,51320357342926	6,38556759858289e-06	0,000209678625405816
"ENSG00000162734"	"ENSG00000162734"	"PEA15"	3931,93451818766	0,750168228311752	0,0953407778863864	4,51190180999326	6,42489315150936e-06	0,000209793363785746
"ENSG00000114933"	"ENSG00000114933"	"INO80D"	1137,32503217105	0,766191835700624	0,0989913023346567	4,50738423656856	6,56317175922998e-06	0,000213800763445816
"ENSG00000034677"	"ENSG00000034677"	"RNF19A"	1273,98634087183	0,860930405790152	0,120249383676362	4,49840480884299	6,84652393891798e-06	0,000221979161764871
"ENSG00000172794"	"ENSG00000172794"	"RAB37"	51,3059929406161	-2,28473964300831	0,436757793177623	-4,49846499295155	6,84458640887038e-06	0,000221979161764871
"ENSG00000121931"	"ENSG00000121931"	"LRIF1"	2419,21409268395	0,70656905040695	0,0859523714330206	4,49747975491506	6,8763706383745e-06	0,000222422275684081
"ENSG00000113615"	"ENSG00000113615"	"SEC24A"	2406,616909898	0,730063211152486	0,0912444247973149	4,49411799201295	6,98588875744337e-06	0,000225434302226699
"ENSG00000137073"	"ENSG00000137073"	"UBAP2"	1867,21519765471	0,695492624984689	0,0837219392998361	4,48499674189253	7,29150487712278e-06	0,000234745474346152
"ENSG00000114638"	"ENSG00000114638"	"UPK1B"	76,9767045217213	-1,73994922123712	0,317293547201436	-4,47519098248681	7,63430413120017e-06	0,000244635848232188
"ENSG00000130193"	"ENSG00000130193"	"THEM6"	245,838354397141	-1,29248752820917	0,217286796289481	-4,47559421380383	7,61990878481871e-06	0,000244635848232188
"ENSG00000112759"	"ENSG00000112759"	"SLC29A1"	205,972275764023	-1,21912830386495	0,201022551422969	-4,47277331573167	7,72116161217912e-06	0,000246843741122387
"ENSG00000157741"	"ENSG00000157741"	"UBN2"	1187,31544780325	0,76951782386392	0,100626872105043	4,46717476614668	7,925937795064e-06	0,000252802475333515
"ENSG00000143819"	"ENSG00000143819"	"EPHX1"	547,782058274851	-1,10356901439504	0,17544579890268	-4,46616002945553	7,96360502026804e-06	0,000253415921790798
"ENSG00000130559"	"ENSG00000130559"	"CAMSAP1"	1326,24546012243	0,78458513276938	0,104041568903122	4,46537992138486	7,99267907342171e-06	0,000253753716448795
"ENSG00000111679"	"ENSG00000111679"	"PTPN6"	63,1723839267486	-1,98190749598091	0,372784490702368	-4,45809183973746	8,26924739325275e-06	0,000261929363859552
"ENSG00000173207"	"ENSG00000173207"	"CKS1B"	2025,31493022584	-0,78314325051119	0,103953662452184	-4,45528555306287	8,37816050970727e-06	0,000264769132245852
"ENSG00000077238"	"ENSG00000077238"	"IL4R"	832,453693524876	0,808742905397721	0,109735677861895	4,45381953181001	8,43560125022028e-06	0,000265972959602702
"ENSG00000047188"	"ENSG00000047188"	"YTHDC2"	921,142615716707	0,846414766432781	0,118304558217718	4,44965751415942	8,60073319468998e-06	0,000269936507378163
"ENSG00000125730"	"ENSG00000125730"	"C3"	56,8129832296896	-2,06670265299874	0,392590544247746	-4,44917148054507	8,62021726478604e-06	0,000269936507378163
"ENSG00000143669"	"ENSG00000143669"	"LYST"	1487,93267116127	0,767650277290801	0,100594062263872	4,45006660648172	8,58436616810264e-06	0,000269936507378163
"ENSG00000146038"	"ENSG00000146038"	"DCDC2"	163,898024446467	-1,27869042882631	0,215601316896153	-4,4465889291765	8,72445592498639e-06	0,000272579762729064
"ENSG00000142178"	"ENSG00000142178"	"SIK1"	267,918353693716	-1,26523449896662	0,213141074093071	-4,43478340807213	9,21649020918551e-06	0,000287299525863205
"ENSG00000115758"	"ENSG00000115758"	"ODC1"	24775,0813530404	1,15005383011991	0,187240315821554	4,43309351662802	9,28905505406854e-06	0,00028890642495086
"ENSG00000109072"	"ENSG00000109072"	"VTN"	47,6141864698718	-2,27963416687802	0,442188106010169	-4,43167543460102	9,35036916255657e-06	0,000290156941033104
"ENSG00000114861"	"ENSG00000114861"	"FOXP1"	775,79677953534	0,831141663813319	0,115380487732944	4,43005289591416	9,42099772550248e-06	0,0002916902156137
"ENSG00000087494"	"ENSG00000087494"	"PTHLH"	1454,40422684654	0,789057672612519	0,105911400437126	4,42877415156996	9,4770198675975e-06	0,000291892888483461
"ENSG00000105281"	"ENSG00000105281"	"SLC1A5"	6894,63970533072	-0,651313857230113	0,0748148469972969	-4,42845064218448	9,49124326413815e-06	0,000291892888483461
"ENSG00000184661"	"ENSG00000184661"	"CDCA2"	223,537643912417	-1,14833627040866	0,187014521010243	-4,42926178103192	9,4556192484006e-06	0,000291892888483461
"ENSG00000165124"	"ENSG00000165124"	"SVEP1"	66,9896734796322	1,83096691279557	0,341339332743755	4,42658307394614	9,57375217697302e-06	0,000293773149948322
"ENSG00000160551"	"ENSG00000160551"	"TAOK1"	6101,97858479086	0,712346611506613	0,0886553658901015	4,42552582765234	9,62076445312153e-06	0,000294558238167175
"ENSG00000164080"	"ENSG00000164080"	"RAD54L2"	744,258110442809	0,856387769315356	0,121406721342941	4,41810604373547	9,9569568522261e-06	0,000304173968550116
"ENSG00000117983"	"ENSG00000117983"	"MUC5B"	689,635202948118	-1,93324205934538	0,365287623828055	-4,41636111960025	1,0037634081919e-05	0,000304607849280663
"ENSG00000144597"	"ENSG00000144597"	"EAF1"	2599,58273061836	0,653695429110633	0,0755553626037044	4,4165684289135	1,0028016476149e-05	0,000304607849280663
"ENSG00000160712"	"ENSG00000160712"	"IL6R"	2122,12227775835	0,678300406836298	0,0811246056587585	4,41666747008236	1,00234248121345e-05	0,000304607849280663
"ENSG00000003393"	"ENSG00000003393"	"ALS2"	1513,1277918593	0,726044082118348	0,0922522232368251	4,40145579013281	1,07526979272149e-05	0,000325588851113266
"ENSG00000169100"	"ENSG00000169100"	"SLC25A6"	4416,18259076998	-0,689181473807504	0,0839012480013287	-4,40019049301457	1,08155890637083e-05	0,000326773412876479
"ENSG00000123384"	"ENSG00000123384"	"LRP1"	384,091633373458	-1,05286947581208	0,166909177967992	-4,39082790254122	1,12919889394244e-05	0,00033967389923472
"ENSG00000143756"	"ENSG00000143756"	"FBXO28"	2970,71312701868	0,677769443252786	0,0814748658552805	4,39116332990683	1,1274580620376e-05	0,00033967389923472
"ENSG00000065328"	"ENSG00000065328"	"MCM10"	88,555215705061	-1,62187341522461	0,297430356024602	-4,37706975382472	1,20285488006141e-05	0,000361040306467341
"ENSG00000124882"	"ENSG00000124882"	"EREG"	12886,1841560603	0,593076545291912	0,0624134762961811	4,37528177402002	1,21275716718938e-05	0,00036321945048698
"ENSG00000131652"	"ENSG00000131652"	"THOC6"	708,332418685375	0,913909030232213	0,1358475769942	4,37187797804866	1,23182368244495e-05	0,000368127829621103
"ENSG00000131459"	"ENSG00000131459"	"GFPT2"	970,449911365697	0,858741794180517	0,123363040294703	4,36712481220885	1,25892793974299e-05	0,000375411765458718
"ENSG00000164120"	"ENSG00000164120"	"HPGD"	209,898864693526	-1,20858006163283	0,203499982667178	-4,3664871612598	1,26260705722373e-05	0,000375693922416767
"ENSG00000148848"	"ENSG00000148848"	"ADAM12"	65,5354632993693	2,05861896752888	0,398624154339786	4,36154946608401	1,2914458998544e-05	0,000383445070956769
"ENSG00000176597"	"ENSG00000176597"	"B3GNT5"	772,655129353724	0,839808030233052	0,119524152491829	4,34897900881235	1,36772801608554e-05	0,000405218901662241
"ENSG00000127564"	"ENSG00000127564"	"PKMYT1"	56,5686506215203	-2,01304884205859	0,38945602657778	-4,34721438755412	1,37877436623236e-05	0,000406944972441775
"ENSG00000168936"	"ENSG00000168936"	"TMEM129"	138,494669458969	-1,40907383655854	0,250528647773698	-4,34710300094024	1,37947448285347e-05	0,000406944972441775
"ENSG00000261236"	"ENSG00000261236"	"BOP1"	538,027115394598	-0,908646629600568	0,135541919868358	-4,34291199484468	1,40606468857965e-05	0,000413661565336342
"ENSG00000262814"	"ENSG00000262814"	"MRPL12"	581,685557435607	-0,863192076172241	0,125085415076331	-4,34256924231149	1,40826080291997e-05	0,000413661565336342
"ENSG00000082269"	"ENSG00000082269"	"FAM135A"	896,341765382057	0,775681869843206	0,105414739144689	4,32275290476934	1,5409428457239e-05	0,000451670390195447
"ENSG00000176624"	"ENSG00000176624"	"MEX3C"	1354,30158932092	0,701547754819461	0,0883010677232365	4,32098687657268	1,5533291306013e-05	0,000454332245922894
"ENSG00000104856"	"ENSG00000104856"	"RELB"	835,146752802061	0,878784276931163	0,129441952323033	4,31687151578701	1,58256213547584e-05	0,000461899823277841
"ENSG00000139687"	"ENSG00000139687"	"RB1"	1378,7135319751	0,718388601490597	0,0924858370682222	4,30756334287946	1,65062834317161e-05	0,00048074550494873
"ENSG00000143891"	"ENSG00000143891"	"GALM"	68,6966246070728	-1,9044408124103	0,368017855645934	-4,3053367876114	1,66731880357189e-05	0,000484579949105767
"ENSG00000211455"	"ENSG00000211455"	"STK38L"	904,734256464444	0,850161300421531	0,123314091079198	4,29927590417089	1,71357042574685e-05	0,000496971574741392
"ENSG00000113594"	"ENSG00000113594"	"LIFR"	800,870041967318	0,863517352724924	0,126601425213914	4,29313770999467	1,76165664550445e-05	0,000509841976963152
"ENSG00000134909"	"ENSG00000134909"	"ARHGAP32"	583,26581762406	0,971826387922234	0,152006652774482	4,28814381492426	1,80172429677388e-05	0,000519393994183861
"ENSG00000196352"	"ENSG00000196352"	"CD55"	3991,17564723835	0,639816330654055	0,0745825900838556	4,28808291981379	1,80221819470213e-05	0,000519393994183861
"ENSG00000142798"	"ENSG00000142798"	"HSPG2"	756,59814349413	-0,974619459815002	0,152775950055826	-4,28483317940942	1,82876357067048e-05	0,000525579173163963
"ENSG00000148341"	"ENSG00000148341"	"SH3GLB2"	154,264166293208	-1,31356380260432	0,231909734943953	-4,28426949323381	1,83340576261612e-05	0,000525579173163963
"ENSG00000196208"	"ENSG00000196208"	"GREB1"	224,090562357019	1,11226149102178	0,184932480196461	4,28405810693788	1,83514950984726e-05	0,000525579173163963
"ENSG00000004961"	"ENSG00000004961"	"HCCS"	2289,60494229028	0,70144128609008	0,0891479111237611	4,27874620147339	1,879490205789e-05	0,000536197638193012
"ENSG00000163131"	"ENSG00000163131"	"CTSS"	142,911998383953	-1,34858312295175	0,240397150653115	-4,27868267222501	1,88002663569529e-05	0,000536197638193012
"ENSG00000110756"	"ENSG00000110756"	"HPS5"	1174,90959558105	0,743562525711131	0,0991247580770682	4,27302455943264	1,92839207535481e-05	0,000548853123393428
"ENSG00000130150"	"ENSG00000130150"	"MOSPD2"	609,988400821916	0,888452934799381	0,133156186089575	4,2690689144324	1,96290620901658e-05	0,000557522141639481
"ENSG00000182704"	"ENSG00000182704"	"TSKU"	1127,71002747305	-1,30154714157423	0,229951783469274	-4,26849110176779	1,96799676675865e-05	0,00055781549593054
"ENSG00000115760"	"ENSG00000115760"	"BIRC6"	12802,8998378169	0,697857777654774	0,0885414939914348	4,26757851738222	1,97606229672574e-05	0,000558949143890716
"ENSG00000164327"	"ENSG00000164327"	"RICTOR"	4765,14324856925	0,715757565143666	0,0927483654726849	4,26700312320026	1,98116386979976e-05	0,00055924147265169
"ENSG00000187605"	"ENSG00000187605"	"TET3"	2436,18539496883	0,68209517984418	0,0848859868401398	4,26566496218146	1,99307685038638e-05	0,000561451382423393
"ENSG00000156273"	"ENSG00000156273"	"BACH1"	2005,92172234165	0,690173794753292	0,0868925721438814	4,26013162713538	2,0430654914324e-05	0,000574356264022929
"ENSG00000186635"	"ENSG00000186635"	"ARAP1"	844,371931423437	-0,776532849616623	0,107234642387859	-4,25732617231453	2,06886407226135e-05	0,00058042192655871
"ENSG00000117318"	"ENSG00000117318"	"ID3"	518,090668559038	-0,935559582801436	0,144637470601671	-4,25587906260251	2,08229245994048e-05	0,000582999479568263
"ENSG00000092964"	"ENSG00000092964"	"DPYSL2"	508,269515340266	-0,978280984811219	0,154712417000925	-4,25486846868459	2,09171938622955e-05	0,000584448504115804
"ENSG00000153317"	"ENSG00000153317"	"ASAP1"	2693,02136125177	0,672447656510435	0,0830519589453025	4,24370070238265	2,1986355083566e-05	0,000613075909399151
"ENSG00000170421"	"ENSG00000170421"	"KRT8"	10900,0545309218	-0,72568748163184	0,0956544181080582	-4,24117871036072	2,22349004657195e-05	0,000618751369842603
"ENSG00000084093"	"ENSG00000084093"	"REST"	1565,93653991075	0,702891524423089	0,0903177891705746	4,23938105592861	2,24136914556904e-05	0,000622466699881568
"ENSG00000151632"	"ENSG00000151632"	"AKR1C2"	8192,40698092972	-1,20894651413741	0,209913768170846	-4,23481757239431	2,28737321178631e-05	0,000633962087548919
"ENSG00000166900"	"ENSG00000166900"	"STX3"	2349,38748400569	0,772901790932641	0,10697509205228	4,23371256096981	2,29864711179013e-05	0,000635804866112251
"ENSG00000025039"	"ENSG00000025039"	"RRAGD"	171,325982691976	1,2553912782782	0,221250820967104	4,22774150256045	2,36048756962643e-05	0,000651598847784228
"ENSG00000102181"	"ENSG00000102181"	"CD99L2"	427,425131009104	-0,993843347957329	0,159544855794546	-4,22353541016122	2,40499563428181e-05	0,000662554608907255
"ENSG00000101444"	"ENSG00000101444"	"AHCY"	2768,0431486489	-0,67006813090357	0,0829470073273684	-4,22038289485177	2,43887723725433e-05	0,000670544907610705
"ENSG00000089048"	"ENSG00000089048"	"ESF1"	2421,73564762555	0,729742665590944	0,0972486138338124	4,21335224675954	2,51608202805437e-05	0,000690390811170928
"ENSG00000055609"	"ENSG00000055609"	"KMT2C"	3927,20042682987	0,681853459107073	0,0859970805778366	4,20774120093015	2,57936025633797e-05	0,000706343933144983
"ENSG00000141510"	"ENSG00000141510"	"TP53"	1818,90355518282	-0,668583974279715	0,0829473684000457	-4,202471772203	2,64016179451755e-05	0,000721556743324708
"ENSG00000137135"	"ENSG00000137135"	"ARHGEF39"	32,8589000422288	-2,52500324365667	0,525422800878189	-4,19662648817531	2,70920182820536e-05	0,000738956300244823
"ENSG00000095951"	"ENSG00000095951"	"HIVEP1"	1702,22447972803	0,720365879213023	0,0954397505048781	4,19495940732326	2,72920460110754e-05	0,000742938131711393
"ENSG00000126215"	"ENSG00000126215"	"XRCC3"	90,1714337684084	-1,61285634887055	0,308376078477157	-4,19246640418744	2,75937956294292e-05	0,000749667803394789
"ENSG00000071282"	"ENSG00000071282"	"LMCD1"	1829,65974248723	0,78942528627981	0,112021301016861	4,1905002175359	2,78340147858681e-05	0,000754702566590391
"ENSG00000198862"	"ENSG00000198862"	"LTN1"	2348,10220379341	0,673509447094833	0,0843998648950574	4,18850726283017	2,80795325894696e-05	0,000759860894699681
"ENSG00000132635"	"ENSG00000132635"	"PCED1A"	258,171629291366	-1,04357858709083	0,172935696221413	-4,18409040412579	2,86310163649278e-05	0,000773262440017019
"ENSG00000100852"	"ENSG00000100852"	"ARHGAP5"	4460,62243172437	0,642328623910905	0,0772127247208162	4,1745531591635	2,98571498522963e-05	0,000803221602777921
"ENSG00000111669"	"ENSG00000111669"	"TPI1"	3103,27106390463	-0,634786025180905	0,0754019760249055	-4,17477156138362	2,98285214458564e-05	0,000803221602777921
"ENSG00000140988"	"ENSG00000140988"	"RPS2"	13074,6870934505	-0,654312597971913	0,0801996811296935	-4,16850283271433	3,06606951352677e-05	0,000823227687547901
"ENSG00000148841"	"ENSG00000148841"	"ITPRIP"	2606,7837300018	0,682389768249596	0,0870268651922438	4,16411377623531	3,12564231252476e-05	0,000837586839576566
