Time	A1	B1	C1	D1	E1	F1	G1	H1	A2	B2	C2	D2	E2	F2	G2	H2	A3	B3	C3	D3	E3	F3	G3	H3	A4	B4	C4	D4	E4	F4	G4	H4	A5	B5	C5	D5	E5	F5	G5	H5	A6	B6	C6	D6	E6	F6	G6	H6	A7	B7	C7	D7	E7	F7	G7	H7	A8	B8	C8	D8	E8	F8	G8	H8	A9	B9	C9	D9	E9	F9	G9	H9	A10	B10	C10	D10	E10	F10	G10	H10	A11	B11	C11	D11	E11	F11	G11	H11	A12	B12	C12	D12	E12	F12	G12	H12	A1 (Std Err Well)	B1 (Std Err Well)	C1 (Std Err Well)	D1 (Std Err Well)	E1 (Std Err Well)	F1 (Std Err Well)	G1 (Std Err Well)	H1 (Std Err Well)	A2 (Std Err Well)	B2 (Std Err Well)	C2 (Std Err Well)	D2 (Std Err Well)	E2 (Std Err Well)	F2 (Std Err Well)	G2 (Std Err Well)	H2 (Std Err Well)	A3 (Std Err Well)	B3 (Std Err Well)	C3 (Std Err Well)	D3 (Std Err Well)	E3 (Std Err Well)	F3 (Std Err Well)	G3 (Std Err Well)	H3 (Std Err Well)	A4 (Std Err Well)	B4 (Std Err Well)	C4 (Std Err Well)	D4 (Std Err Well)	E4 (Std Err Well)	F4 (Std Err Well)	G4 (Std Err Well)	H4 (Std Err Well)	A5 (Std Err Well)	B5 (Std Err Well)	C5 (Std Err Well)	D5 (Std Err Well)	E5 (Std Err Well)	F5 (Std Err Well)	G5 (Std Err Well)	H5 (Std Err Well)	A6 (Std Err Well)	B6 (Std Err Well)	C6 (Std Err Well)	D6 (Std Err Well)	E6 (Std Err Well)	F6 (Std Err Well)	G6 (Std Err Well)	H6 (Std Err Well)	A7 (Std Err Well)	B7 (Std Err Well)	C7 (Std Err Well)	D7 (Std Err Well)	E7 (Std Err Well)	F7 (Std Err Well)	G7 (Std Err Well)	H7 (Std Err Well)	A8 (Std Err Well)	B8 (Std Err Well)	C8 (Std Err Well)	D8 (Std Err Well)	E8 (Std Err Well)	F8 (Std Err Well)	G8 (Std Err Well)	H8 (Std Err Well)	A9 (Std Err Well)	B9 (Std Err Well)	C9 (Std Err Well)	D9 (Std Err Well)	E9 (Std Err Well)	F9 (Std Err Well)	G9 (Std Err Well)	H9 (Std Err Well)	A10 (Std Err Well)	B10 (Std Err Well)	C10 (Std Err Well)	D10 (Std Err Well)	E10 (Std Err Well)	F10 (Std Err Well)	G10 (Std Err Well)	H10 (Std Err Well)	A11 (Std Err Well)	B11 (Std Err Well)	C11 (Std Err Well)	D11 (Std Err Well)	E11 (Std Err Well)	F11 (Std Err Well)	G11 (Std Err Well)	H11 (Std Err Well)	A12 (Std Err Well)	B12 (Std Err Well)	C12 (Std Err Well)	D12 (Std Err Well)	E12 (Std Err Well)	F12 (Std Err Well)	G12 (Std Err Well)	H12 (Std Err Well)
72	39.84657	78.58575	54.85382	64.96722	47.45453	92.08449	49.61181	29.04556	51.37783	80.47769	46.06402	37.84042	37.98516	99.05164	53.81926	68.08955	56.65652	85.95477	55.68145	14.83869	34.07579	98.49696	24.13802	16.53957	57.23999	78.59138	44.43698	59.83638	39.98806	99.06319	35.09089	20.10564	64.04238	88.66036	64.90678	47.88515	42.42894	99.77435	35.27556	24.78703	61.5448	80.23198	44.21313	34.16565	49.59958	97.81138	34.05974	23.2881	22.60711	29.53791	4.076747	27.35745	64.47799	83.30789	31.98071	2.115286	32.17358	21.62075	2.398241	1.757544	62.75587	90.4615	27.29436	13.19895	51.10489	15.67205	4.175932	5.496377	69.39993	92.19235	26.5997	10.80964	24.77027	21.23688	1.877303	-1.746583	61.11844	88.65655	38.77354	16.90231	26.03145	38.71429	5.457506	6.399136	80.13913	91.09285	21.30458	21.33696	16.74442	19.33199	1.250788	-0.8565379	66.70377	81.48867	27.00168	24.52728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	40.37566	78.17873	54.14475	64.04143	47.24893	91.87067	49.30348	27.78921	52.07444	80.46608	47.294	36.54133	21.85197	99.08566	51.94336	68.1639	58.07772	86.72379	55.81978	43.50126	33.37438	98.23558	24.19994	16.04666	58.81655	78.32213	45.50309	60.58913	37.99481	98.81511	34.21323	20.0165	65.36743	89.16974	65.02271	49.08441	43.72564	99.74898	34.17877	22.78562	62.04855	80.02215	43.83582	51.44062	49.29372	97.46882	33.14792	22.90794	32.44639	30.01851	4.243536	26.93277	64.15749	84.29938	31.68631	1.903704	31.97444	22.40836	2.20131	1.527195	63.04249	90.91932	26.82493	12.29245	51.8723	16.23562	43.70767	5.16643	70.43888	91.30235	25.8775	10.29673	24.53352	21.6907	1.701164	-2.067059	61.96784	89.05453	38.70923	16.41267	25.75522	39.47332	5.45321	5.878329	78.6843	89.19299	20.84642	21.32371	17.58346	20.44184	0.94412	-1.055348	66.57851	80.44696	26.61587	24.36919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	40.49112	78.11339	54.68285	63.67586	47.23922	91.68668	48.91311	25.11878	53.03871	81.2998	47.38446	32.09296	36.24701	98.90641	52.14756	66.94837	58.03235	87.41801	56.51954	44.03096	33.3221	97.84659	23.29305	15.64634	57.70114	79.44862	46.01389	59.28619	38.27313	99.00996	33.96791	18.94757	65.01353	88.91867	66.55083	47.54765	42.08719	99.76138	34.17532	21.9275	61.04209	80.01128	44.43262	51.39945	49.19523	97.23141	32.64547	22.154	33.24746	27.95167	3.910465	25.54775	64.91951	84.62021	31.62405	1.769951	32.79604	22.59026	2.16147	1.456975	63.87968	90.57103	26.31628	12.06417	51.52713	16.16137	43.20655	4.838206	69.29396	90.59711	25.63887	10.09695	25.1857	21.48025	1.650151	-2.193672	63.47218	89.23524	38.40804	15.49761	26.86392	39.80124	5.563562	5.62704	77.37664	88.80911	20.50614	21.51545	17.87341	21.03058	1.154024	-1.163849	66.00803	80.35941	26.64523	24.02868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	41.46158	81.41423	59.93988	66.80504	50.48793	93.75117	52.50954	29.96567	54.46426	83.09914	51.48024	37.81602	39.28598	99.14491	56.44317	70.63706	60.70761	88.30692	56.07805	15.31107	35.59531	98.17472	25.15622	17.29336	60.58087	80.05419	47.1375	55.01176	40.40183	99.04735	36.24436	22.52955	66.99086	91.01601	67.72937	48.0519	45.75949	99.85335	35.69309	25.16533	65.40842	81.82417	48.13663	53.08286	51.70673	97.35941	34.74296	24.46666	27.22665	30.65004	4.060214	27.88947	64.50662	83.98311	32.5844	2.291084	34.0561	23.53164	2.389368	1.438515	64.86653	91.36861	27.26074	12.9447	54.63586	18.1365	42.58036	5.355491	70.20043	90.32557	25.94545	10.79218	26.7373	23.09686	1.844762	-1.493692	63.86457	90.62402	39.90964	16.5374	27.77101	40.6785	5.762999	5.778095	77.83922	89.33771	20.90622	22.05375	18.92912	22.17573	1.496911	-0.8947262	65.93149	80.89648	28.12215	24.90775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	41.97928	78.66908	57.91422	65.30429	48.32204	93.3842	50.82942	28.79002	55.34216	81.97673	48.42757	35.09923	38.58175	99.05405	53.87757	69.22043	59.46871	88.51849	56.39077	15.29529	35.34138	98.50006	25.50166	17.26423	60.40424	80.5614	47.8247	61.25345	41.02801	99.21208	35.38403	22.92802	66.28671	90.80043	67.95691	46.45271	45.43449	99.73766	35.96571	24.49832	64.47534	82.20268	47.61229	53.07178	52.38902	97.39509	34.56232	25.54554	35.21651	33.75815	28.78238	26.22426	63.92234	85.58859	32.08996	2.151105	34.82694	24.38556	2.243916	1.382795	63.81944	89.92621	26.52666	12.93653	53.95615	18.80785	44.73264	5.019266	71.53102	91.44067	25.93006	10.48898	27.80142	23.79706	1.642285	-1.858827	63.33135	91.66279	40.35546	15.82582	28.2312	40.97597	5.837544	5.605138	79.07612	89.79649	20.93948	21.8827	19.30598	22.78349	1.314199	-0.9784772	65.90388	82.11739	27.99528	24.72369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	42.12515	78.15042	56.34927	62.68102	46.54144	92.83926	50.5312	25.15412	55.66984	82.68932	50.49288	31.81219	22.0319	99.12804	53.87575	68.54281	60.71923	88.7997	56.57636	14.74116	34.04103	97.88446	24.82397	16.0629	59.81343	81.08548	47.99056	60.27403	39.29385	99.00612	34.4515	20.25416	66.72925	90.89108	67.87659	46.78217	44.34014	99.92934	35.13877	22.00798	64.82076	82.21305	47.07739	52.76482	50.91669	97.70558	33.52319	23.00951	35.22681	31.61064	27.96902	24.1876	63.09626	86.09015	31.41506	1.57053	34.90643	24.61921	1.921835	1.284088	64.34395	90.62454	26.52396	11.93321	53.40743	19.11638	43.97362	5.009984	72.30943	90.85793	25.13262	10.09628	27.53794	24.64322	1.333687	-2.443913	62.72717	92.99105	39.79152	15.03793	29.49564	41.56456	5.67973	4.856486	79.08286	89.2718	20.37765	21.77733	19.16455	22.6865	0.6464691	-1.318244	66.85701	81.57329	27.08948	23.98145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	43.79975	78.97467	55.90175	65.80498	47.76152	93.78896	52.50271	29.77822	56.77222	81.47359	51.12403	37.00726	24.29157	99.22693	53.13831	70.35318	59.30391	89.22476	51.40938	44.48378	37.04776	98.50249	27.00783	18.16995	60.66585	82.64304	49.1848	55.59408	42.38583	99.55762	36.83128	23.90829	64.51111	87.35149	64.73858	48.17133	44.02418	99.88431	37.75016	26.63494	64.17319	82.33446	46.91993	53.25404	50.05391	97.64188	36.32745	26.15395	36.53405	33.2399	22.6142	25.73163	62.42287	87.83887	32.65419	2.387605	34.33958	26.18256	2.391258	1.549456	65.50474	92.4325	27.87178	13.32429	53.18311	20.40748	33.40447	5.112083	72.25798	89.21312	25.91848	11.20289	29.002	25.30482	1.528472	-1.812521	64.12502	93.31445	40.68293	16.35151	30.42046	42.95539	5.967921	6.011418	81.20144	89.29373	21.68348	22.77351	20.48918	24.06291	1.065589	-0.98334	69.47972	81.29707	28.31079	25.19674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	44.30559	81.31763	56.28022	66.03429	48.69241	93.51161	52.85634	29.44573	57.78521	83.0977	52.06452	36.48924	39.34838	99.14313	54.80656	70.79084	59.93951	89.65905	57.67515	15.49182	37.14704	98.19939	26.73228	17.43356	61.98624	82.8394	49.35831	61.97446	41.68466	99.3031	36.36311	22.9091	68.3763	91.52643	69.12204	44.76109	46.61818	99.95612	36.99953	24.72054	65.62471	83.31441	48.44918	54.17645	51.94149	97.72737	36.31939	25.35103	36.70783	32.0877	28.18126	25.98363	64.11916	86.17142	32.67438	2.013193	36.7426	25.62116	2.333058	1.185631	66.54724	92.62236	27.62132	13.09461	54.16428	20.5339	44.07808	5.009825	71.68421	88.82737	26.12132	10.81874	29.5314	25.36151	1.380338	-2.095751	64.62261	92.30611	39.56243	16.25733	30.42326	43.19996	5.783984	5.460792	82.25488	88.88929	21.54698	22.80792	20.5452	24.30377	0.9006967	-1.101219	70.077	81.82999	27.97683	24.68064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	44.4604	81.59004	56.01161	66.60766	48.09407	93.57349	52.22558	28.04868	57.69575	83.74126	50.84405	34.72436	39.28595	98.86891	54.44306	69.87601	61.64319	89.51369	57.17228	15.30881	36.77309	98.19519	26.52272	16.35002	62.46004	83.0368	49.67006	56.01743	40.6405	99.11168	35.67484	21.15336	67.55848	91.76977	67.7887	49.2565	47.14486	99.81236	36.69919	23.32136	68.23505	83.77901	47.89923	54.34601	51.00419	97.38605	35.43049	24.76346	39.48586	35.25957	28.10648	25.53861	65.70898	87.50235	31.60739	1.721219	35.73437	26.33525	2.080789	1.237738	67.6131	94.64954	26.9736	13.32854	53.91667	19.95104	3.556771	4.674193	71.79002	88.30972	26.40275	10.29438	29.76064	26.17001	1.330104	-2.231453	65.38164	91.11227	39.94039	16.24487	29.96447	44.68331	5.463587	5.335382	83.23721	88.33653	21.4577	23.21529	20.96949	23.70179	0.6406984	-1.425052	69.64017	81.4583	27.85502	24.82122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	45.59267	81.10962	58.48431	68.52412	49.5764	93.93695	52.98439	31.38416	59.49248	83.87685	52.40123	36.6923	39.66924	99.20525	55.57068	72.67392	61.41014	90.78261	57.91614	45.94357	39.30439	98.14641	27.59297	18.8111	63.67432	83.16919	50.65892	61.75958	43.08976	99.30483	37.64005	24.33892	68.02126	91.98192	69.8129	49.66159	47.51184	99.86075	38.37955	26.02904	67.522	84.51762	48.86461	54.26485	52.1763	97.37381	37.28759	26.23622	31.09112	32.8366	4.55602	26.75548	66.3663	86.80154	32.14846	2.392554	35.23643	27.42811	2.253919	1.225468	68.81709	94.36547	27.93239	14.13753	53.53242	21.75703	42.96896	4.859279	73.93214	87.98431	27.08772	10.89879	30.33662	27.03273	1.576313	-1.705684	66.26024	92.3089	40.31491	17.00447	30.70084	46.94855	5.823594	6.394367	85.06515	88.82753	22.09276	23.64238	21.90546	25.03791	0.7915242	-1.271562	70.37413	82.47466	28.67556	25.59315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	45.68265	80.89557	57.25731	66.13824	48.84251	93.79359	52.37164	30.22194	59.31676	83.73547	52.94127	34.16615	39.58022	99.20102	55.91391	71.21918	61.72137	91.13934	57.6673	15.54453	39.38943	97.95244	27.37316	18.41748	63.03807	83.63907	51.00393	61.31517	42.13511	99.34193	37.32414	23.85311	68.53592	91.52455	70.48956	45.91474	48.55807	99.91223	37.3138	25.74855	69.43521	85.33469	49.18611	54.70282	51.77791	97.30532	37.58256	25.62739	38.95286	35.0782	28.17521	25.8093	66.53802	86.20197	31.67218	2.130647	37.35691	27.46211	2.342463	1.262437	69.54836	94.62036	27.3637	13.50367	56.06317	22.75895	43.95324	5.031908	73.83609	88.10942	26.44843	10.80119	31.06269	27.18602	1.40857	-2.085988	66.97282	92.77919	39.47861	16.52168	32.1246	47.86515	5.882882	6.050113	86.99036	89.20183	21.60486	23.7001	22.91115	25.32914	0.7427626	-1.36399	70.2814	82.77103	28.05906	25.26956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	45.73819	80.34764	57.62486	66.09946	47.93041	92.78389	50.61943	29.79596	59.9372	84.32845	51.6738	36.26856	39.99005	98.92708	54.50516	71.68671	63.37496	90.92766	58.68611	44.60754	37.32625	97.80414	26.52585	16.16757	62.86903	82.91342	50.2485	60.32884	41.47939	99.04827	35.72111	21.08195	68.32319	91.99693	70.08034	46.72672	46.92282	99.9269	36.44026	22.43949	68.04105	84.79454	51.0234	53.41277	50.69839	97.36887	35.86706	24.7711	39.43775	37.86183	27.45669	26.14667	65.98686	86.62651	31.18963	1.719582	37.61085	27.57963	2.212116	1.026355	70.28548	93.39581	26.8041	13.07129	55.73302	22.92201	42.87523	4.475343	75.5153	88.48309	25.12651	10.14391	32.09069	27.29742	1.248432	-2.705935	66.56725	93.27742	40.06553	16.0459	32.59924	48.12348	5.576632	5.462232	88.60847	88.45308	21.03963	23.21357	23.57161	25.9703	0.3634142	-1.526856	70.98907	80.9839	26.65614	25.32133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	47.28466	82.53528	59.88935	69.43561	49.873	94.68571	54.10197	34.42075	61.11488	83.95126	54.68773	35.05564	26.09725	99.24342	55.12638	72.34154	63.13838	91.33539	59.54161	44.37357	39.72569	98.24014	28.7274	19.43003	64.69576	84.17636	52.04117	62.11147	44.16626	99.29372	38.2025	26.1514	69.6797	92.0275	72.74387	46.00019	47.75144	99.93925	38.4962	26.53351	68.88702	86.31671	52.97774	54.95884	53.17078	97.69763	39.59678	27.43915	32.54029	36.29993	4.555483	24.75549	66.75047	85.43509	32.66251	2.458983	39.90688	29.27108	2.473342	1.365874	71.72504	93.28762	27.94101	14.22491	55.27354	23.8206	42.85619	5.014818	77.08664	89.03114	26.52925	10.75453	33.25766	29.56148	1.705654	-2.24164	68.49519	93.49355	41.02274	17.32077	34.06055	49.37007	5.958289	5.962962	88.88631	90.89844	21.74116	24.05257	24.50743	26.73501	0.9559386	-1.344455	72.48589	79.55833	27.95396	26.31737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	47.94635	80.63649	57.03555	67.23576	48.04676	94.06289	51.88264	32.44531	61.21744	82.16031	52.1475	33.73389	39.59451	99.08332	53.14369	69.7635	61.53459	90.99718	52.96025	42.75067	39.25906	97.8081	28.82577	17.16927	64.03262	83.52966	52.65791	61.61098	43.70583	98.83978	37.80577	24.12136	69.82398	88.61893	69.98595	45.44041	46.97901	99.90427	38.13508	24.76025	68.25769	85.13824	51.97322	54.19521	52.27901	97.67554	38.01575	26.92794	32.68585	19.85481	4.304418	23.50082	63.04288	84.67767	32.43799	2.111922	37.73293	28.7668	2.240766	1.279248	73.0118	94.51987	27.65216	13.42299	55.35635	25.00308	34.78436	4.895943	77.92154	89.6808	25.55652	10.43905	33.63364	29.76422	1.460274	-2.461431	69.52692	93.22106	40.47644	17.2583	34.54894	50.14615	6.024398	5.537273	88.45245	90.00131	21.28502	23.98746	24.81333	26.77502	0.7780859	-1.347464	71.73722	79.77582	27.51675	25.77005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	47.92051	83.06804	60.23585	70.78644	50.81635	93.92352	53.29017	32.17528	61.23384	84.961	53.91017	36.66826	41.03908	99.10504	55.10863	73.58509	64.48086	91.51196	60.2114	15.3286	38.83836	97.29813	28.1908	16.43802	65.81921	83.54832	52.54655	63.11707	43.16584	98.69492	37.50868	22.36647	70.58086	92.58207	74.30576	51.64319	48.3366	100.0097	37.18814	23.34241	70.9323	85.96008	53.8019	57.20575	53.31429	97.7095	36.97242	25.97707	39.97215	34.5875	4.07104	30.59674	66.34853	85.26723	32.30064	1.838668	41.57282	29.27946	2.029783	1.193764	73.50121	95.56929	27.29476	12.83565	58.41005	24.53402	42.4267	4.87993	78.18905	90.95573	25.34045	9.838955	34.64582	30.49934	1.2438	-3.058137	68.19127	93.74646	40.86814	16.93829	34.60199	50.26739	5.792344	5.387633	86.13651	89.91003	21.32886	24.11897	24.87571	26.53899	0.4704546	-1.67261	70.05098	80.10841	27.12436	25.65523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	48.77279	83.55476	62.04285	69.70316	50.60585	94.55814	54.71939	37.35959	61.95705	85.27599	58.11279	35.79924	27.0445	99.33875	58.55787	74.59078	63.22076	92.04068	61.43793	16.38404	41.07956	97.85492	29.67674	18.40545	65.89349	84.55536	54.52264	63.23107	45.51461	98.80148	39.49289	26.73938	71.74429	92.99309	73.98865	45.15432	49.44709	99.96048	39.44579	26.54918	69.50978	86.82013	53.78711	57.49355	54.2588	98.17467	39.52555	28.3871	34.43264	38.69897	28.30279	25.45859	66.8587	87.18223	33.06876	2.540633	40.50386	29.79408	2.315803	1.299142	74.7798	96.64257	28.45845	13.87884	56.32389	26.49063	41.84874	4.972501	79.16153	90.86049	26.17274	10.93389	35.51616	31.93978	1.619719	-2.504388	71.15227	94.3948	42.31742	17.32663	35.9793	51.33355	6.100295	5.740976	86.32149	89.40104	21.71356	25.68666	25.47642	27.35654	0.8625762	-1.402671	69.1389	81.9164	28.24499	26.41087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	48.83603	84.17699	62.98255	70.38982	50.99002	94.76907	54.1024	37.44852	62.88788	85.10178	55.72271	35.33168	40.17167	99.34853	56.91928	72.73502	63.75139	92.13077	61.8686	45.23027	41.15554	97.81976	29.25912	18.95662	67.22971	85.32695	55.01904	64.12505	45.39925	98.98035	39.20467	26.30183	71.28761	92.32832	72.79683	45.23134	48.40849	99.99607	38.86922	25.31155	71.22923	86.78722	52.90755	56.32681	53.0446	97.77859	38.79934	27.39871	40.44644	35.69968	28.18156	24.01927	67.32961	85.35822	32.98736	2.474904	42.11924	30.626	2.311862	1.288531	74.99902	97.06224	29.10479	13.6776	57.4287	26.80704	3.545261	4.763684	79.57214	91.01361	26.43555	10.44454	36.3215	32.23694	1.372294	-2.805941	69.73911	93.89836	41.59452	17.09221	36.34316	52.39206	6.252658	5.930247	86.07375	88.87517	21.71955	25.65842	25.49624	28.07331	1.381941	-1.307577	69.30717	81.7933	28.04325	25.83749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	48.81174	84.02535	62.92368	71.0873	50.97785	93.57393	53.52299	35.32918	62.9339	86.10771	55.66539	31.6767	25.09334	98.93053	56.76865	72.60251	64.7463	91.82562	61.96839	15.16362	40.49063	97.69963	28.20229	16.55071	67.85811	85.70103	55.60052	64.00233	44.14975	98.61436	37.74407	22.79124	71.93684	92.65141	76.01591	48.15804	49.33835	99.94176	38.42881	23.25723	71.82372	86.81052	55.58818	58.45123	54.14271	97.79422	37.37634	25.16072	41.24474	37.17429	27.98279	26.63298	67.32623	86.86157	32.52245	1.909517	42.69765	30.34486	2.103811	1.005461	75.50921	97.42258	28.69764	13.10304	59.46972	26.39638	41.17107	4.948163	81.97025	91.56078	25.47614	9.796551	36.08291	32.70362	1.049875	-3.573894	67.99316	93.30238	40.20724	16.44808	36.42176	52.60313	5.85025	4.762348	86.1707	89.51489	21.56344	25.08137	25.95073	28.28292	0.5285914	-1.712806	67.70302	80.99002	27.60365	25.65296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
